"","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes"
"1243",1955,"yes",502.95,25,"co-op",17022.4925,"combo","no","gas","NA","efficiency",858,1,9,1,3,60,41.08,233361.41,850,2687.36,52,230000,11357
"1244",2004,"yes",170,25,"condo",17040.68,"formal","yes","gas","NA","efficiency",893.59,3,3,2,7,124,32.81,605463.88,1100,54,86,680000,11365
"1245",2004,"yes",170,25,"condo",17045.84,"formal","yes","gas","NA","efficiency",898.37,3,3,2,6,124.05,33.01,599263.88,1100,54,86,680000,11365
"1246",1950,"yes",458.196666666667,26,"co-op",17065.59,"combo","yes","oil","yes","eat in",702,1,4.13,1,4,65.1633333333333,40.82,155930.65,716.916666666667,1886.25,55,199000,11426
"1247",1940,"yes",542,28,"condo",17021.095,"other","yes","gas","NA","eat in",634.25,1,6,1,3,176.58,44.01,449362.813333333,781.36,2411,99,599000,11375
"1248",1969,"yes",685.18,29,"co-op",16998.6,"combo","yes","gas","NA","efficiency",1017,1,14,1,3,151.13,49.19,299029.583333333,828.31,3206.235,97,299000,11375
"1249",1955,"yes",448.44,25,"co-op",17078.2514285714,"combo","no","oil","yes","efficiency",1469,3,8,1,5,68.77,39,312365,1074.20285714286,2660.41666666667,45,3e+05,11357
"1250",1950,"no",603.99,28,"co-op",16948.65,"combo","no","gas","yes","efficiency",448,1,7,1,2,145.765,50.24,144320,333,2258.39666666667,94,129000,11375
"1251",1950,"no",387.95,26,"co-op",17063.58,"combo","no","oil","NA","eat in",514,1,2,1,3,58.83,39,171153.29,585,1270.99,65,226000,11004
"1252",1950,"no",681.24,26,"co-op",16957.912,"combo","yes","oil","NA","eat in",730,2,2,1,4,55.51,50.11,228214.044666667,814.2,2961.97,65,239000,11364
"1253",1950,"yes",437.76,26,"co-op",17057.78,"combo","yes","gas","NA","eat in",724.090333333333,2,2,1,4,43.33,39.43,235836.88,721,1949.82,68,283000,11004
"1254",1940,"yes",809.28,30,"co-op",17094.0416666667,"other","yes","other","NA","combo",1078,2,6,1,4,148.36,50,499890.546666667,980,3266.39666666667,97,579000,11372
"1255",1940,"yes",826.34,30,"co-op",17088.8216666667,"other","yes","other","NA","combo",1099,2,6,1,4,145.45,50,511335.546666667,1020,3283.00166666667,97,615000,11372
"1256",1940,"yes",834.97,30,"co-op",17076.5866666667,"other","yes","other","NA","combo",1104,2,6,1,4,145.7,50,514280.546666667,1171,3412.68166666667,97,615000,11372
"1257",1940,"yes",734.86,30,"co-op",17064.25,"other","yes","other","NA","eat in",801,2,6,2,4,147.31,50,541268.333333333,1217,3320.705,97,795000,11372
"1258",1940,"yes",882.07,30,"co-op",17044.155,"formal","yes","other","NA","eat in",1788,3,6,2,5,145.62,47.07,697811,1518,4353.425,97,935000,11372
"1259",1940,"yes",666.07,30,"co-op",17050.62,"other","yes","other","NA","combo",697,1,6,1,3,137.55,50,340942.36,801.41,3024.47166666667,97,395000,11372
"1260",1950,"yes",432.796666666667,26,"co-op",17059.565,"combo","yes","gas","NA","efficiency",673,2,2,1,4,52.87,39,197023.99,651,1558.01,77,235000,11004
"1261",1938,"yes",653.24,28,"co-op",16979.2,"other","yes","oil","NA","eat in",750,1,6,1,3,157.316666666667,49.81,259542.7,767.575,2668.37,98,275000,11375
"1262",1950,"yes",431.51,26,"co-op",17061.26,"combo","yes","gas","NA","eat in",702,2,2,1,4,40.57,39,234292.88,721,1686.31,72,283000,11004
"1263",1950,"yes",600.29,26,"co-op",17019.4783333333,"combo","yes","gas","NA","eat in",734,2,2,1,4,65.73,49.4075,238685.11,790.27,2636.105,65,268000,11364
"1264",1962,"yes",402.8,24,"co-op",17020.86,"combo","yes","gas","NA","efficiency",470,1,3,1,3,120,42.54,203770.88,600,2368.16,94,268000,11377
"1265",1965,"no",386.73,24,"co-op",16991.38,"other","no","gas","NA","efficiency",408,0.75,7,1,2,162.56,43.06,144453,430,2125.22,94,170000,11373
"1266",1947,"no",444.26,26,"co-op",17089.52,"combo","no","oil","NA","efficiency",630,2,2,1,4,60.24,40.94,217052.28,800.103333333333,2287.15,84,260000,11004
"1267",1955,"no",433,28,"co-op",16953.78,"formal","no","gas","NA","eat in",526.2,1,5.83,1,3,124.77,42.24,139255,450,2007.72333333333,88,135000,11374
"1268",1950.39,"no",720.59,26,"co-op",17040.473,"combo","no","gas","NA","efficiency",865.348666666667,2,2.5,1,5,60.77,50.35,244985.698,917.335,2935.215,70,270000,11364
"1269",1952,"no",624.9,28,"co-op",17000.89,"combo","no","oil","yes","combo",505,1,6,1,3,190,50,222016.48,647.241428571429,2341.38,98,279000,11375
"1270",1955,"no",601.61,26,"co-op",16964.08,"combo","no","gas","NA","eat in",509,1,6,1,4,55.078,50,158783.55,652.17,2245.49,76,189000,11364
"1271",1950,"yes",435.28,28,"co-op",17030.86,"combo","no","gas","NA","eat in",475,0.76,2,1,1,134.432,42.43,151712.5,380,2029.70333333333,94,190000,11375
"1272",1950,"yes",380.55,26,"co-op",17087.31,"combo","yes","gas","NA","eat in",722,2,2,1,4,138.943333333333,39,272080.16,766,1711.625,90,315000,11004
"1273",1940,"yes",599.65,28,"co-op",17003.24,"other","yes","oil","NA","eat in",615,1,6,1,3,161.21,50,270213.2,731.18,2596.38,95,349000,11375
"1274",1940,"no",429.206666666667,30,"co-op",17136.61,"formal","no","gas","NA","eat in",604.825,1,6.04,1,3,132.88,32.99,275007.933333333,783.48,1003.295,98,349000,11372
"1275",1980,"yes",293.205,24,"condo",16992.79,"formal","yes","gas","NA","eat in",350,2,3,1,4,197.1,41.39,462961.64,900,2936,92,546000,11373
"1276",1949,"yes",398.036666666667,26,"co-op",17078.255,"combo","yes","gas","NA","eat in",529,1,2,1,3,81.18,39,162449,585,1274.04,83,215000,11426
"1277",1940,"no",378.568758169935,30,"condo",17044.448,"combo","no","oil","NA","efficiency",499,1,5.64,1,4,260.83,39.49,473168.52,759.191666666667,142,98,549000,11103
"1278",1937,"yes",526.566666666667,30,"co-op",17043.395,"other","yes","gas","NA","eat in",928,2,6.58,1,4,167.01,40,457168.333333333,1000,2503.99366666667,99,539000,11372
"1279",1937,"no",532.67,30,"co-op",17051.59,"formal","no","gas","NA","eat in",1233.1375,3,9.12,2,5,177.27,34.7785714285714,608983.333333333,1350,2410.2,99,749000,11372
"1280",1939,"no",654.7,28,"co-op",17009.0433333333,"combo","no","oil","NA","efficiency",701,1,6,1,3,179.25,50.3,251314.666666667,800,2695.72,90,279000,11375
"1281",1938,"no",698.45,28,"co-op",17030.12,"formal","no","oil","NA","efficiency",864,1,6,1,3,165.75,49.6,288329.36,823.435,2839.995,90,348000,11375
"1282",1932,"no",743.58,28,"co-op",17033.228,"combo","no","gas","NA","eat in",879,2,7.6225,1,5,158.19,50,413627.56,969.52,3148.815,92,489000,11375
"1283",1950,"yes",589.62,25,"co-op",17028.74,"combo","yes","gas","NA","efficiency",778,2,3.04,1,5,85.73,48.46,222777.39,750,2337.58666666667,89,260000,11367
"1284",1977,"no",285.79,27,"condo",17067.32,"combo","no","gas","NA","eat in",310,1,2,1,4,89.48,38.22,240650.76,688.55,1582,73,201000,11414
"1285",1950,"yes",732.05,26,"co-op",17030.465,"combo","yes","gas","NA","efficiency",841,2,2.95,1,5,75,50.09,271877.5,916.135,2972.225,64,289000,11364
"1286",1939,"yes",779.45,30,"co-op",16986.93,"combo","yes","gas","NA","eat in",1178,2,6.66,2,5,130.68,49.16,340802.713333333,1129.56,3519.36785714286,98,227000,11372
"1287",1939,"yes",628.54,30,"co-op",16991.095,"combo","yes","oil","NA","eat in",674,1,6,1,3,120.82,49.45,188816,744.503333333333,2343.32,96,199000,11372
"1288",1929,"no",627.49,28,"co-op",17015.13,"combo","no","oil","NA","eat in",683,1,6,1,3,158.07,50,258494.2,746.416666666667,2658.85,92,309000,11375
"1289",1950,"yes",759.19,26,"co-op",17033.6,"combo","yes","gas","NA","efficiency",844,2,2,1,5,69.61,50.01,271168,932.785,3202.975,60,289000,11364
"1290",1955,"no",722.15,25,"co-op",17005.23,"combo","no","oil","NA","efficiency",854,3,6.46666666666667,1,4,115.59,50,285921.64,930.125714285714,3244.55,90,320000,11367
"1291",1950,"yes",451.666666666667,27,"co-op",16975.37,"combo","yes","oil","NA","efficiency",663,1,2,1,3,55.04,41.72,130850.428571429,590,2067.19,68,175000,11414
"1292",1956,"yes",530.29,26,"co-op",16927.82,"combo","no","gas","NA","efficiency",756,1,6,1,4,51.63,44.88,117921.77,235,1985.67,65,144136.666666667,11427
"1293",1956,"no",671.48,26,"co-op",17009.7,"combo","no","gas","NA","efficiency",741,1,6,1,4,51.4757142857143,50.73,211595.01,850,2730.92666666667,79,240000,11364
"1294",1950,"no",911.97,24,"co-op",17029.39,"formal","no","oil","NA","eat in",1116,2,10,2,6,129.01,49.03,432005.5,1200,3544.75,97,430000,11373
"1295",1955,"yes",443.374,25.44,"co-op",17053.78,"combo","yes","oil","NA","eat in",616,1.07,3.51,1,3,56.82,40.34,180143.523333333,715.55,2082.17,79,219000,11004
"1296",1939,"no",597,24,"condo",17020.365,"formal","no","gas","NA","efficiency",713.34,3,5.69,1,6,148.6,46.67,475377,950,2255,98,567000,11373
"1297",1950,"no",589.63,28,"co-op",16988.58,"combo","no","oil","NA","efficiency",540,1,7,1,3,126.436666666667,49.9,143228.928571429,700,2037.94666666667,90,199000,11415
"1298",1967,"yes",615.32,24,"co-op",16972.155,"other","no","oil","NA","eat in",493,2,6,1,4,63.405,50.16,168884,786.49,2437.51666666667,78,210000,11421
"1299",1967,"yes",615.32,24,"co-op",16972.155,"other","no","oil","NA","eat in",493,2,6,1,4,63.405,50.16,168884,786.49,2437.51666666667,78,210000,11421
"1300",1954,"no",660.33,24,"co-op",16990.22,"combo","no","oil","yes","eat in",546,2,6,1,5,35,50.09,222072.61,901.53,2766,78,250000,11421
"1301",1950,"no",493.42,24,"co-op",16978.56,"combo","no","electric","NA","combo",480,0.8,6.31,1,3,137.81,43.04,158555,500,2156.39666666667,98,180000,11373
"1302",1950,"no",696.94,30,"co-op",17058.3113333333,"other","no","gas","NA","eat in",932,2,6,1,4,146.56,49.18,431448.333333333,978.98,3013.70666666667,98,489000,11372
"1303",1955,"no",613.7,24,"co-op",16961.645,"combo","no","gas","NA","eat in",563,2,1,1,4,54.27,50.59,200893.8,798.1,2300.05333333333,78,255000,11421
"1304",1939,"yes",699.51,28,"co-op",17006.2,"other","yes","gas","NA","efficiency",834,1,6,1,3,145,49.6,279030.36,950,2898.79,92,330000,11415
"1305",1950,"yes",728.7,28,"co-op",17028.7,"formal","yes","oil","NA","eat in",959,2,6,1,4,140,49.93,348235.12,1000,2972.3,92,395000,11415
"1306",1950,"yes",456.23,28,"co-op",17085.925,"combo","no","oil","NA","eat in",745,1,1,1,3,110,38.19,158556.5,700,1432.33,92,215000,11415
"1307",1956,"yes",661.21,28,"co-op",16999.2,"combo","no","gas","NA","eat in",784,1,7,1,3,142.185,49.95,164788.666666667,758.103333333333,2329.01,92,215000,11415
"1308",1932,"no",737.13,28,"co-op",17025.77,"combo","no","oil","NA","eat in",869.47,2,7.7875,1,4,174.4,49.73,370166.366666667,954.085714285714,3192.59,91,428000,11415
"1309",1945,"no",618.76,28,"co-op",16925.195,"combo","no","oil","NA","efficiency",652,0.97,6,1,3,127.338,50,140294.261904762,577.375,2192.60666666667,92,130000,11415
"1310",1929,"no",691.58,28,"co-op",16964.49,"other","no","oil","NA","eat in",864,1,6,1,3,139.071666666667,50,167359.6,719.286666666667,2378.37666666667,92,160000,11415
"1311",1922,"no",498.41,28,"co-op",16962.94,"other","no","other","NA","combo",674,1,6,1,2,146.702,41.19,152497.5,687.01,1950.41,91,169000,11415
"1312",1956,"no",415.83,24,"co-op",17037.83,"combo","no","electric","NA","combo",375,1,7,1,3,165.58,43.37,166335,508,2326.77,94,190000,11373
"1313",2004,"no",307,27,"condo",17090.09,"combo","no","gas","NA","combo",391.19,1,4.91,1,3,109.876666666667,35.24,345386.88,701.565,150,87,399000,11415
"1314",2004,"no",439,28,"condo",17047.17,"combo","no","gas","yes","eat in",619.125,2,2,1,4,110.113333333333,33.39,437785.88,1000,225,87,439000,11415
"1315",1954,"no",633.22,24,"co-op",17004.385,"combo","no","gas","yes","eat in",685,2,6,1,5,55.75,48.93,162158.25,804.04,2025.12333333333,73,180000,11421
"1316",1950,"no",392.07,23,"co-op",16979.235,"formal","no","oil","NA","efficiency",527,1,4.95,1,2,132.04,40,140695.698571429,600,1566.31,90,129000,11415
"1317",1931,"no",736.22,28,"co-op",17004.2,"formal","no","oil","NA","eat in",978,1,6,1,4,149.615,50.01,222272.5,884.93,2711.81,90,230000,11415
"1318",1960,"no",711.91,28,"co-op",17045.57,"formal","no","oil","NA","efficiency",817,1,7,1,3,79.4353333333333,49.49,143793.333333333,800,2032.43,82,188000,11435
"1319",1956,"yes",758.62,28,"co-op",17033.285,"combo","yes","gas","NA","eat in",933,2,4.41,1,5,75,50,196828.946666667,931.275,2199.5,82,229000,11435
"1320",1960,"no",711.91,28,"co-op",17045.57,"formal","no","oil","NA","efficiency",817,1,7,1,3,79.4353333333333,49.49,143793.333333333,800,2032.43,82,188000,11435
"1321",1956,"yes",777.74,28,"co-op",17009.79,"formal","yes","gas","NA","eat in",983,2,7,1,5,90,50,265002.613333333,1200,2633.23,82,283000,11435
"1322",1972.91666666667,"yes",362,22,"condo",17023.17,"combo","yes","electric","yes","combo",694.046666666667,2,4,1,4,101.92,41.06,380043.88,927.25,3325,81,399000,11418
"1323",1930,"no",677.61,24,"co-op",17036.938,"combo","no","gas","NA","eat in",789,2,6,1,4,130.133333333333,48.88,454080.52,1000,3548.08,98,650000,11372
"1324",1965,"yes",791.36,27,"co-op",16996.19,"formal","no","gas","NA","efficiency",1054,2,6,2,5,70,49.69,287810,1156.61,3458.55785714286,76,239000,11414
"1325",1962,"no",405.52,29,"co-op",16989.64,"formal","no","oil","yes","efficiency",442,0.83,6,1,3,146.925,42.27,153762.5,525,2120.35,98,169000,11373
"1326",1962,"no",652.55,29,"co-op",16992.2,"combo","no","oil","NA","eat in",790,1,6,1,3,131.593333333333,49.86,207305.353333333,750,2633.12,98,235000,11373
"1327",1954,"no",552,24,"condo",17030.65,"combo","no","gas","NA","efficiency",726.41,2,6,1,4,133.93,45.7,459921.54,952,3500,94,528000,11373
"1328",1959,"no",796.44,28,"co-op",17031.335,"formal","no","gas","yes","eat in",805,2,6.79,1,5,126.88,50,241138.88,1007.89,2453.53,93,239000,11435
"1329",1960,"no",799.39,27,"co-op",16967.9933333333,"formal","no","gas","NA","efficiency",1071,2,6,2,5,51.045,49.89,269950,1144.6,3344.43785714286,77,235000,11414
"1330",1939,"yes",798.42,28,"co-op",17015.74,"formal","yes","gas","yes","combo",914,1,6,1,6,81.83,50,189660,900,2268.11,85,140000,11432
"1331",1950,"no",642.44,29,"co-op",16968.275,"other","no","gas","NA","eat in",929,1,5.91,1,3,83.31,46.175,139471.76,722.81,1706.86,85,158000,11432
"1332",1920,"yes",516.65,28,"co-op",17014.8,"formal","yes","gas","yes","efficiency",817.765,1,6,1,4,50,37.75,184037,900,1441.26,85,130000,11432
"1333",1939,"no",684.78,29,"co-op",16968.58,"formal","no","oil","NA","efficiency",910,1,6,1,4,92.75,49.3055555555556,147603.5,781.286666666667,2025.43,85,129000,11432
"1334",1950,"yes",649.5,29,"co-op",16968.43,"combo","yes","oil","NA","combo",765,2,6,1,4,90,49.5,167139.613333333,788.69,2205.09,83,155000,11432
"1335",1953,"yes",482.49,29,"co-op",16969.58,"combo","yes","gas","yes","efficiency",609,1,6,1,3,89.9133333333333,42,131446.428571429,656.49,1828.96,83,150000,11432
"1336",1954,"yes",495.14,28,"co-op",16964.08,"combo","yes","gas","yes","combo",461,0.95,6,1,3,85,45,127421,549.17,2106.49666666667,83,103000,11432
"1337",1941,"no",693.98,28,"co-op",16988.69,"formal","no","oil","NA","eat in",917,1,7.738,1,3,279.76,62.29,259055.5,950,2766.59,93,260000,11415
"1338",1941,"yes",719.06,28,"co-op",17003.5125,"combo","yes","oil","NA","eat in",829,1,1,1,4,136.315,51.32,211945.08,813.46,2696.09,93,247000,11415
"1339",1952,"no",592.66,28,"co-op",16948.54,"combo","no","oil","NA","eat in",393,1,1,1,2,81.1796666666667,56,131931.5,564.79,1845.14666666667,75,145000,11435
"1340",1950,"yes",616.61,28,"co-op",16971.38,"combo","no","oil","NA","eat in",720,2,7,1,4,127.206666666667,46,238365.5,1100,2811.48,90,239000,11415
"1341",1969,"no",449.256666666667,28,"co-op",16957.535,"combo","no","gas","NA","efficiency",602,1,6,1,3,128.434666666667,42.38,120927.5,650,2067.52333333333,90,130000,11415
"1342",1969,"no",769.68,28,"co-op",16976.64,"combo","no","gas","NA","combo",960,2,11.18,2,6,143.42,49.36,335549.38,1146.88,3257.91,90,268000,11415
"1343",1960,"no",562.31,27,"co-op",16944.71,"combo","no","oil","NA","eat in",516,0.77,6.24,1,2,50,49.58,113422.5,532.16,2253.97666666667,77,75000,11414
"1344",2012,"no",330,25,"condo",17018.1,"combo","no","gas","NA","eat in",668.95,2,4.96,2,5,184.16,34.31,514089,1096,678,96,535000,11373
"1345",2012,"no",330,25,"condo",17027.1033333333,"formal","no","gas","NA","eat in",1047.215,3,4.94666666666667,2,7,179.84,32.7,622320,1386,850,96,659000,11373
"1346",1951,"no",379,24,"condo",17090,"formal","no","oil","NA","eat in",563.33,1,6,1,5,141.973333333333,39.58,356947.88,706,2634,95,399000,11372
"1347",1925,"no",628.33,28,"co-op",16929.98,"combo","no","oil","NA","eat in",647,1,6,1,3,120.466666666667,50,144544.5,634.693333333333,2198.54666666667,88,128000,11418
"1348",1964,"no",422.74,30,"co-op",17143.2413333333,"combo","no","gas","NA","efficiency",607.326666666667,1,6.73,1,3,108.36,32.9533333333333,178479,713.88,631,85,199000,11373
"1349",1960,"no",700.44,24,"co-op",17013.04,"combo","no","oil","NA","combo",842,2,1,1,4,86.35,50,250922.36,825,3025.1,85,280000,11373
"1350",1964,"no",436.843333333333,24,"co-op",17107.66,"combo","no","oil","yes","efficiency",685,1,6,1,3,95.92,40.82,174186.88,800,2289.308,85,215000,11373
"1351",1966,"yes",889.41,27,"co-op",16993.945,"formal","no","oil","NA","eat in",1127,3,6,2,6,30,49.02,333026.666666667,1253.46,3460.23666666667,77,3e+05,11414
"1352",1937,"yes",407.96,30,"co-op",17098.25,"combo","yes","oil","NA","efficiency",575,1,6,1,4,140.48,40,341039.2,875,2212.74,97,399000,11372
"1353",1951,"no",657.34,30,"co-op",17067.7,"other","no","gas","NA","eat in",804,2,6,1,4,121.5,49.16,289693.45,850,2794.54333333333,95,345000,11372
"1354",1955,"yes",645.45,26,"co-op",16936.845,"formal","no","gas","NA","combo",644,2,1,1,4,28.9705,50,156789.343333333,687.14,1979.33666666667,76,164000,11427
"1355",1954.93333333333,"no",642.95,24,"co-op",16962.8133333333,"combo","no","gas","NA","eat in",629.195,1,6.09,1,3,118.411666666667,50.36,211326,747.22,2643.69666666667,97,239000,11373
"1356",1960,"no",443.09,28,"co-op",17085.38,"formal","no","gas","NA","eat in",639.11,1,6.09,1,3,109.85,40.09,156106,728.35,2025.16333333333,85,199000,11373
"1357",1963,"no",694.05,24,"co-op",16951.17,"formal","no","gas","NA","efficiency",998,2,8.79,2,5,130,49.07,351969.333333333,1182.48,3456.82785714286,85,311000,11373
"1358",1963,"no",420.19,24,"co-op",17017.6,"combo","no","gas","NA","efficiency",546,1,7,1,3,130,42.66,142394.483333333,645.725,2189.438,85,185000,11373
"1359",1960,"no",500,24,"co-op",16951.34,"formal","no","gas","yes","eat in",500,0.96,6.74,1,3,99.25,43.39,142535,575,2191.71666666667,85,165000,11373
"1360",1927,"no",592.15,31,"co-op",16927.92,"combo","no","oil","NA","eat in",631,1,4,1,3,116.006666666667,49.9855555555556,147754,644.703333333333,2208.87,92,149000,11432
"1361",1986,"no",500,24,"condo",16978.31,"combo","no","gas","NA","none",482.4,1.07,1,1,0,155.132,41.82,291002.76,644.9425,2800,97,339000,11373
"1362",1969,"yes",621,27,"condo",17002.32,"formal","no","gas","NA","eat in",1058.4,2,6,2,5,25,46.51,338337.166666667,1200,3242,77,310000,11414
"1363",1950,"no",683.09,30,"co-op",17078.618,"combo","no","gas","NA","eat in",890,2,6,1,5,124.84,48.42,385834,953.95,2828.88666666667,94,430000,11372
"1364",1958,"no",545.52,14,"co-op",16938.535,"combo","no","gas","NA","eat in",575,0.97,7,1,2,117.74,46.53,122071,554.95,1971.99666666667,97,89000,11432
"1365",1950,"no",684.74,28,"co-op",16958.38,"combo","no","gas","NA","efficiency",877,1,6.35,1,4,116.499166666667,49.5,141963.333333333,715.373333333333,1890.92666666667,97,130000,11432
"1366",1950,"no",508.166666666667,15,"co-op",16984.9,"formal","no","oil","NA","efficiency",733,2,7,1,4,75.002,40,149250.416666667,747.016666666667,1394.92,76,175000,11427
"1367",1963,"no",647.62,29,"co-op",17031.79,"other","no","gas","NA","eat in",677,2,7,1,4,82.85,48.515,166212,818.05,1993.42,83,229000,11432
"1368",1950,"no",565,29,"co-op",16970.86,"formal","no","gas","NA","eat in",752.935,1,7,1,5,87.41,44.865,138316.88,783.14,1661.01,83,149000,11432
"1369",1962,"yes",774,28,"co-op",16961.3333333333,"combo","no","oil","NA","efficiency",1119.17333333333,3,7.35,2,5,25,49.56,287822.5,1154.41,3526.00785714286,77,260000,11414
"1370",2007,"no",600,29,"condo",17044.86,"formal","no","gas","yes","combo",1071.125,2,7,2,7,136.81,40.88,542641.5,1550,28,97,560000,11432
"1371",1955,"no",539.92,27,"co-op",16932.74,"other","no","gas","NA","eat in",767,1,6,1,4,68.57,43.14,125242.5,650,1825.66,85,150000,11423
