"","prec_num","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes","num_train","num_liq","num_crimes"
"36",107,1965,"yes",430.94,28,"co-op",16966,"combo","yes","oil","yes","efficiency",487,1,12,1,3,121.256666666667,35,142000,664.66,1296.95,88,164976.666666667,11435,2,20,4682
"37",107,1938,"no",400.86,28,"co-op",17164,"other","no","oil","yes","efficiency",710,1,6,1,3,145.14,38.4,245000,728.661428571429,2119.88,93,298200,11375,2,19,4682
"38",107,1989,"no",305,29,"condo",16902,"combo","no","gas","NA","efficiency",636.785,2,3,2,8,157.47,34.87,420000,1000,1400,94,435800,11432,0,18,4682
"39",107,1980,"no",287,26,"condo",16927,"formal","no","gas","NA","eat in",1293.16,3,2,2,6,122.41,38.47,590000,1410.69333333333,2961,75,621600,11364,0,4,4682
"40",107,1963,"no",704.06,28,"co-op",16860,"formal","no","gas","NA","efficiency",1459,2,1,2,5,215,48.36,289550,1163.72,3270.38,91,332166.666666667,11415,1,20,4682
"41",107,1928,"no",658,26,"co-op",17060,"combo","no","oil","NA","eat in",880,2,4.52,1,5,80.35,48.8,395000,985.04,3062.89,65,388610,11363,2,5,4682
"42",107,1990,"no",198,28,"condo",16982,"formal","no","gas","NA","eat in",750.86,3,3,1,6,169.97,31.64,160000,1000,1024,90,327180,11433,1,20,4682
"43",107,1950,"no",479.95,28,"co-op",16925,"other","no","gas","NA","eat in",499,1,4.85,1,3,90.59,41.72,185000,632.17,1815.51,85,169411.111111111,11435,2,20,4682
"44",107,1955,"no",681.14,28,"co-op",17142,"combo","no","oil","NA","combo",796,1,6,1,4,127.705,49.78,175000,780,2367.18,92,236123.333333333,11415,2,20,4682
"45",107,1954,"no",489.49,28,"co-op",16965,"combo","no","gas","NA","eat in",779,2,3.99,1,6,73.55,25,130000,961.01,1099.18,79,196490,11423,1,12,4682
"46",107,1938,"yes",671.51,28,"co-op",17001,"formal","yes","oil","NA","efficiency",789,2,6,1,4,162.28,50.05,257000,897.865714285714,2774.37,91,276260,11415,1,20,4682
"47",107,1987,"yes",243,28,"condo",17043,"combo","yes","gas","NA","eat in",760.543333333333,2,2,2,4,225,39.46,470000,1096,2600,92,515340,11415,1,20,4682
"48",107,1958,"no",708.02,28,"co-op",17043,"combo","no","oil","NA","efficiency",814,1,9,1,3,123.265,49.495,129000,744.773333333333,2070.25,97,193132.5,11432,1,20,4682
"49",107,2010,"yes",462,27,"condo",16948,"other","yes","gas","yes","combo",889.95,2,8,2,4,136.61,34.56,630000,1172,22,89,641360,11415,1,20,4682
"50",107,1950,"no",452.91,28,"co-op",17205,"combo","no","gas","NA","eat in",725,2,6,1,4,125,35.9533333333333,216000,855.42,1213.72,83,252681.111111111,11435,1,20,4682
"51",107,1958,"yes",633.78,28,"co-op",16968,"combo","yes","oil","NA","efficiency",727,1,7,1,3,89.21,50.01,160000,800,2139.03666666667,85,171863.333333333,11435,1,20,4682
"52",107,1950,"yes",756.24,26,"co-op",16897,"formal","no","gas","NA","efficiency",601,3,2,1,6,67.72,49.835,270000,920.08,2933.535,75,285110,11364,0,5,4682
"53",107,1950,"no",465.3,28,"co-op",17119,"combo","no","gas","yes","combo",503,1,6,1,3,125,34.46,142000,750,987.26,83,197346.666666667,11435,1,20,4682
"54",107,1955,"yes",780.16,28,"co-op",16982,"other","no","oil","yes","combo",806,2,6,1,5,130,50,276000,1016.93,2766.18,90,284720,11435,2,20,4682
"55",107,1951.825,"yes",417.78,26,"co-op",17176,"combo","yes","gas","NA","eat in",746,2,2,1,4,67.56,38.1073333333333,258000,822.05,2067.52,70,286010,11364,0,5,4682
"56",107,1938,"no",508,28,"condo",17023,"combo","no","oil","NA","efficiency",658.91,1,8.36,1,2,205.78,40.69,420000,778,3316,95,466940,11375,2,20,4682
"57",107,1950,"no",436.836666666667,26,"co-op",17184,"combo","no","gas","NA","efficiency",713,1,3,1,4,95.83,34.0533333333333,195500,758.736666666667,1007.06,88,231877.333333333,11364,1,7,4682
"58",107,1955,"no",688.098,26,"co-op",17045,"combo","no","gas","yes","eat in",601,2,2,1,4,69.03,49.8375,222000,783.865,2736.95,68,256873.333333333,11364,0,5,4682
"59",107,1974,"no",405.25,28,"co-op",17098,"combo","no","gas","NA","efficiency",601,0,20,1,2,145.241333333333,40.71,125000,618.173333333333,2231.34,93,200026.666666667,11415,2,20,4682
"60",107,1963,"no",562.28,28,"co-op",16974,"combo","no","oil","yes","efficiency",612,0,27,1,2,215,48.175,120000,581.52,2371.05666666667,91,174399.166666667,11415,1,20,4682
"61",107,1949,"yes",416.118,26,"co-op",17091,"combo","yes","oil","NA","eat in",637,2,2,1,4,66.87,40.74,225000,776.123333333333,2374.35,65,259470,11364,0,5,4682
"62",107,1983,"yes",187,26,"condo",16968,"formal","yes","gas","NA","eat in",480.208333333333,1,1,1,3,131.93,40.37,408000,702.46,2138,75,399727.5,11364,0,4,4682
"63",107,1950,"yes",633.12,26,"co-op",16976,"formal","no","gas","NA","eat in",463,2,2,1,4,9,60,212000,760.67,2617.10666666667,76,222415,11364,0,4,4682
"64",107,1974,"no",832.18,28,"co-op",17164,"formal","no","oil","NA","efficiency",1141,2,21,1,5,115,50,388000,950,3895.3,93,408925,11415,2,20,4682
"65",107,1960,"yes",374.93,27,"co-op",17142,"formal","no","oil","NA","eat in",520,1,5.05,1,4,68.41,36.1833333333333,150000,674.39,1308.22,78,201088,11421,0,19,4682
"66",107,1950,"no",617.18,26,"co-op",16924,"combo","no","gas","NA","efficiency",575,1,6,1,4,55.23,50,165000,699.81,2248.95,77,175782,11364,0,5,4682
"67",107,1929,"no",712.78,28,"co-op",17060,"combo","no","oil","NA","eat in",902,1,6,1,4,138.345,50,174000,843.143333333333,2540.51,92,231040,11415,1,20,4682
"68",107,1938,"yes",754.49,28,"co-op",16849,"combo","yes","oil","NA","eat in",932,2,6,1,4,132.83,49.78,250000,1000,3081.735,90,274650,11415,1,20,4682
"69",107,1953,"no",615.54,29,"co-op",17094,"combo","no","gas","NA","efficiency",661,1,6,1,3,85,50,134000,575,1779.69,83,177976.666666667,11432,0,20,4682
"70",107,1956,"no",676.86,28,"co-op",16861,"combo","no","oil","NA","eat in",791,1,7,1,3,127.391666666667,50,175000,805.87,2422.78,92,204093.333333333,11415,1,20,4682
"71",107,1950,"no",691.4,26,"co-op",16980,"combo","no","gas","NA","eat in",632,2,2,1,5,44.838,50.42,220000,826.09,2696.87666666667,70,227330,11364,0,5,4682
"72",107,2016,"yes",293,28,"condo",17130,"combo","yes","gas","NA","combo",433.46,2,5,1,4,203.42,32.35,471800,787,13,93,539736.666666667,11415,1,20,4682
"73",107,1963,"no",728.26,28,"co-op",17171,"combo","no","gas","yes","combo",1093,1,26,1,4,147.203333333333,50.02,179000,867.07,3110.13666666667,91,282710,11415,1,20,4682
"74",107,1952,"no",512.21,28,"co-op",16892,"combo","no","oil","NA","efficiency",724,1,6,1,3,100,40,131000,750,1512.13,97,157550,11435,2,20,4682
"75",107,1955,"no",554.79,29,"co-op",16982,"other","no","gas","NA","eat in",558,1,7,1,3,63.92,47.04,108000,800,1939.32,69,169943.333333333,11423,1,13,4682
"76",107,1956,"no",392.98,28,"co-op",17156,"combo","no","gas","yes","eat in",595,1,6,1,3,145,20,205000,835.28,1069.71333333333,91,273550,11375,1,20,4682
"77",107,1936,"yes",695.4,28,"co-op",16903,"other","yes","gas","NA","eat in",869,1,6,1,3,90.055,49,235000,1000,2825.85,84,244850,11415,2,20,4682
"78",107,1954,"no",588.9,29,"co-op",17172,"formal","no","gas","yes","combo",678,1,6,1,6,85,45,135000,792.43,1859.21,83,210876.666666667,11432,0,20,4682
"79",107,1950,"yes",388.89,26,"co-op",17051,"combo","no","gas","NA","efficiency",376,1,2,1,3,100,41.52,120000,598.84,2033.76,74,190366.666666667,11364,0,3,4682
"80",107,1963,"no",587.16,29,"co-op",16982,"combo","no","gas","NA","eat in",661,1,7,1,4,116.744166666667,47.805,120000,850,1965.83,93,181100,11432,1,19,4682
"81",107,1950,"no",429,26,"co-op",17175,"formal","no","gas","yes","eat in",878.458,2,6,1,5,86,35.3433333333333,3e+05,954.42,307,42,309878,11364,0,5,4682
"82",107,1965,"yes",656.37,24,"co-op",16874,"combo","yes","gas","NA","eat in",685,1,20,1,3,70,45,175000,750,2943.93071428571,73,212570,11385,0,13,4682
"83",107,1936,"yes",777.06,28,"co-op",16983,"formal","yes","gas","NA","efficiency",941,2,6,1,4,106.69,49,315000,1050,3105.245,84,287700,11415,2,20,4682
"84",107,1953,"no",454.75,29,"co-op",17200,"combo","no","oil","yes","eat in",599,1,7,1,3,40,35.6633333333333,92000,750,1224.055,82,198080,11423,1,12,4682
"85",107,1950,"yes",738.87,26,"co-op",17140,"combo","no","gas","NA","combo",830,2,3,1,4,85.38,50.06,226000,858.175,2814.75,88,270220,11364,1,6,4682
"86",107,1955,"yes",783.01,28,"co-op",16947,"combo","yes","oil","NA","eat in",1077,2,7,2,5,90,50.31,262000,1129.77,2971.335,82,253016.666666667,11435,2,20,4682
"87",107,1950,"no",754.04,26,"co-op",17009,"combo","no","gas","NA","efficiency",815,2,2,1,5,61.17,51.25,239000,901.843333333333,2941.29,79,253190,11364,0,6,4682
"88",107,1961,"no",683.74,28,"co-op",17163,"combo","no","gas","yes","efficiency",880,1,15,1,4,132.805,48.835,103000,720.823333333333,2654.46333333333,99,212829.166666667,11432,1,20,4682
"89",107,1940,"yes",501.17,28,"co-op",16919,"combo","no","oil","NA","efficiency",322,1,6.73,1,3,149.87,44.14,143000,585.538333333333,2168.9,90,165175,11415,2,20,4682
"90",107,1961,"no",595.66,28,"co-op",16947,"combo","no","oil","NA","efficiency",543,0,15,1,2,120.71,49.635,78000,545.535,2571.62666666667,99,137656.666666667,11432,1,20,4682
"91",107,1950,"yes",640.31,26,"co-op",16940,"combo","yes","gas","NA","eat in",601,2,2,1,4,58.495,48,218340,750.57,2686.66666666667,75,215755,11364,0,5,4682
"92",107,1961,"no",909.40375,26,"co-op",16868,"combo","no","other","NA","efficiency",1103,2,14,1,5,73.1533333333333,48.07,365000,1076.17,3904.36071428571,64,335150,11361,2,7,4682
"93",107,1960,"no",815.2,24,"co-op",16996,"combo","no","gas","NA","eat in",783,3,6,1,6,51.255,49.175,272000,1066.68,3122.745,73,280200,11421,0,16,4682
"94",107,1950,"no",665.36,26,"co-op",17080,"combo","no","gas","NA","efficiency",676,1,3.48,1,3,85.49,52,155000,702.7,2302.71,88,207570,11361,1,6,4682
"95",107,1954,"no",614.03,28,"co-op",17052,"combo","no","oil","NA","eat in",706,2,7,1,4,70.38,46.785,136000,760.42,1664.42,69,202010,11427,1,13,4682
"96",107,1970,"yes",442.195,24,"co-op",17056,"formal","no","oil","NA","eat in",711,2,5.43,1,5,69.3,41.77,180000,862.42,2375.51,78,264851.111111111,11421,0,19,4682
"97",107,1950,"no",430.95,26,"co-op",17162,"combo","no","oil","NA","eat in",646,2,2,1,4,66.25,39.4633333333333,230000,801.36,2125.24,70,261883.333333333,11364,0,4,4682
"98",107,1969,"no",564.716666666667,28,"co-op",16898,"combo","no","gas","NA","combo",575,1,6,1,4,127.944666666667,50,145000,673.85,2168.15666666667,90,175980,11415,2,20,4682
"99",107,1950,"no",728.46,26,"co-op",17066,"combo","no","gas","NA","efficiency",985,2,3,1,5,66.2,50.43,262000,943.945,3011.22,85,283610,11361,1,6,4682
"100",107,1928,"no",687.12,28,"co-op",16953,"combo","no","oil","NA","eat in",775,1,6,1,3,140.906666666667,49.75,220000,1000,2725.7,90,237770,11415,1,20,4682
"101",107,1954,"yes",715.82,27,"co-op",16994,"combo","yes","gas","yes","eat in",706,1,6,1,4,85,50,125000,735.39,2170.01,83,174935,11432,0,20,4682
"102",107,1962,"no",360.09,26,"co-op",17171,"combo","no","gas","NA","eat in",536.43,0,8.08,1,3,135.05,37.52,180000,630,1758.69666666667,93,235880,11361,2,7,4682
"103",107,1955,"no",621.18,26,"co-op",17046,"combo","no","gas","NA","eat in",666,1,5.83,1,3,125,49.295,117000,770,1957.96,85,207523.333333333,11423,1,16,4682
"104",107,1958,"no",549.74,29,"co-op",16911,"other","no","gas","NA","eat in",760,1,8,1,3,80,43.615,110000,686.59,1645.01,89,150290,11432,0,20,4682
"105",107,1960,"no",605.04,28,"co-op",16861,"combo","no","oil","NA","efficiency",655,1,12,1,3,146.171666666667,49.26,140000,700.355,2498.45,90,171892.5,11415,1,20,4682
"106",107,1962,"no",462.61,26,"co-op",17157,"combo","no","gas","NA","eat in",949,1,16,1,4,62,40,3e+05,750,2489.53,64,317470,11361,2,7,4682
"107",107,1920,"no",457.406666666667,27,"co-op",17199,"combo","no","gas","NA","combo",800,2,4.08,1,4,115.26,35.86,275000,1000,1303.92,87,281890,11415,1,20,4682
"108",107,1955,"yes",622.45,26,"co-op",17042,"combo","no","gas","NA","combo",546,1,2,1,3,68.3733333333333,50,155500,670.705,2192.87,63,212100,11364,0,4,4682
"109",107,1960,"no",645,28,"co-op",17008,"combo","no","gas","NA","combo",739.785,1,27,1,3,167.228333333333,48.63,185000,770.9,2640.14,91,230405.833333333,11415,1,20,4682
"110",107,1960,"yes",829,26,"co-op",17169,"combo","yes","gas","NA","eat in",1056.48,2,2,1,5,55,51.87,265000,1040.95,3240.425,70,301265,11364,0,4,4682
"111",107,1950,"no",494.25,29,"co-op",16850,"combo","no","gas","NA","efficiency",660,1,3.6,1,3,66.45,38.77,145000,662.56,1698.68,72,155770,11423,1,12,4682
"112",107,1958,"no",483.69,29,"co-op",17200,"other","no","oil","yes","efficiency",755,1,8,1,4,106,38.6233333333333,131000,700,1759.52,89,191436.666666667,11432,0,20,4682
"113",107,1970,"no",601.35,29,"co-op",17011,"combo","no","gas","NA","efficiency",773,1,8.75,1,3,120,48.56,185000,730.866666666667,2074.35666666667,95,203275.833333333,11432,0,19,4682
"114",107,1936,"yes",885.892,28,"co-op",17141,"formal","yes","gas","NA","eat in",1154,2,6,2,6,99.05,48.24,415000,1300,3201.47,84,467505,11415,2,20,4682
"115",107,1961,"no",499.263333333333,26,"co-op",17074,"formal","no","gas","NA","combo",1361,2,14,2,5,113.25,41,5e+05,1150,3677.22,64,506050,11361,2,7,4682
"116",107,1954,"yes",647.48,24,"co-op",16919,"other","no","oil","NA","eat in",597,2,6,1,4,54.985,49.51,169000,850,2402.04,78,200745,11421,0,18,4682
"117",107,1973,"no",527.42,28,"co-op",17094,"combo","no","electric","yes","efficiency",570,0,21,1,2,185,50,159000,550,2416.99,92,250139.166666667,11375,2,20,4682
"118",107,1952,"no",580.97,28,"co-op",17043,"combo","no","oil","NA","efficiency",723,1,6,1,4,100,46.82,145000,726.465,1740.13,83,193010,11435,2,20,4682
"119",107,1948,"yes",780.08,28,"co-op",17067,"combo","yes","gas","NA","combo",1312,2,2,1,5,75,49.23,240000,1031.245,2893.88,78,249610,11432,0,20,4682
"120",107,1958,"yes",717.05,28,"co-op",17079,"combo","yes","oil","yes","efficiency",740,1,7,1,3,70,50,158000,750,2104.04,85,195690,11435,1,20,4682
"121",107,1935,"yes",680.86,26,"co-op",17149,"formal","yes","oil","NA","eat in",795,1,6,1,4,84.87,49.3055555555556,180000,800,2323.65,86,215150,11432,0,20,4682
"122",107,1950,"no",512.24,28,"co-op",17134,"combo","no","oil","NA","efficiency",852,1,2,1,3,79.6,36.5633333333333,113000,705.58,1465.5,78,187316.666666667,11435,1,20,4682
"123",107,1950,"yes",652.38,26,"co-op",16933,"combo","yes","gas","NA","eat in",671,2,2,1,4,55.645,49.0375,217761,748.1,2881.74,68,212811.666666667,11364,0,5,4682
"124",107,1950,"no",357.136666666667,27,"co-op",17185,"combo","no","gas","NA","efficiency",448,1,6,1,3,84.91,32.66,130000,640.71,932.27,73,183426.666666667,11421,0,18,4682
"125",107,1948,"no",687.44,28,"co-op",16864,"formal","no","oil","NA","efficiency",963,1,4.48,1,4,75,49.055,105000,786.37,1926.21,86,155050,11435,1,20,4682
"126",107,1950,"yes",447.72,24,"co-op",17066,"formal","yes","oil","yes","combo",591,1,6,1,3,120,40,147000,850,1946.25,91,224480,11415,1,20,4682
"127",107,1950,"no",500.24,16,"co-op",16916,"formal","no","oil","NA","eat in",720,2,6,1,4,59.84,40,120000,718.29,1520.67,76,172210,11423,1,12,4682
"128",107,1956,"yes",509.65,29,"co-op",16863,"combo","no","oil","NA","efficiency",660,1,2,1,4,60.52,39.06,150000,654.05,1599.32,72,166730,11423,1,11,4682
"129",108,2007,"yes",978,30,"condo",17115,"combo","yes","gas","NA","combo",864.38,1,13.2,1,3,223.81,41.87,875000,752,89,90,683180,11101,2,16,4519
"130",108,2015,"yes",406,30,"condo",16874,"combo","yes","gas","NA","eat in",487.28,1,8,1,3,263.21,39.66,570000,784.46,16,96,642460,11101,2,15,4519
"131",108,2015,"yes",461,30,"condo",16903,"combo","yes","gas","NA","eat in",455.09,0,8,1,3,264,40.16,596000,532,51,96,638290,11101,2,15,4519
"132",108,2015,"yes",468,30,"condo",16874,"combo","yes","gas","NA","eat in",475.55,1,8,1,3,261.76,39.88,605000,530,19,96,649990,11101,2,15,4519
"133",109,1955,"no",767,25,"co-op",16847,"combo","no","gas","NA","eat in",995.895,2,6,1,5,45.41,50.15,228000,1011.78,3235.085,82,248405,11355,2,18,8274
"134",109,1955,"no",635.556,25,"co-op",16847,"formal","no","oil","NA","eat in",604,1,7,1,4,100.206666666667,49.19,235500,890,3142.5,89,254510,11354,2,20,8274
"135",109,2004,"no",167,24,"condo",16848,"combo","no","gas","NA","efficiency",535.91,1,1,1,3,165.97,41.69,137550,550,5500,90,321106.666666667,11368,0,20,8274
"136",109,2002,"no",275,25,"condo",16848,"combo","no","gas","NA","eat in",664.07,3,5.06,2,5,130.18,38.62,545000,995.34,2260,94,579136.666666667,11354,3,20,8274
"137",109,1955,"no",464.384,25,"co-op",17112,"formal","no","oil","yes","eat in",701,1,6,1,3,35,40.8,185000,788.72,2483.29,86,237410,11354,2,18,8274
"138",109,1915,"yes",724,30,"co-op",16944,"formal","yes","oil","NA","efficiency",938.96,2,5,1,5,175.68,46.42,498000,1002.17,3325.64,99,500570,11372,1,20,8274
"139",109,1950,"no",510.86,26,"co-op",16945,"combo","no","oil","NA","eat in",728,1,3.22,1,3,60.21,41.35,89000,640.63,1923.77666666667,82,151040,11367,0,10,8274
"140",109,1960,"no",433.21,28,"co-op",16850,"combo","no","gas","NA","efficiency",514,0,2,1,2,128.26,42.78,109000,375,2238.70333333333,93,148810,11375,2,20,8274
"141",109,1960,"no",681.12,25,"co-op",16853,"combo","no","oil","NA","eat in",781,1,6.65,1,4,20,49.07,212000,865.49,2900.51,70,228691.666666667,11360,0,5,8274
"142",109,1964,"yes",881.67,28,"co-op",17023,"formal","no","gas","NA","combo",1729,3,17.51,2,5,149.99,47.74,686000,1541.56,4397.75,97,742480,11375,1,20,8274
"143",109,1982,"no",821,25,"condo",16854,"formal","no","gas","yes","eat in",1709.10333333333,2,22,2,5,100.090714285714,45.6,675000,1628.28,5400,82,828050,11360,0,3,8274
"144",109,1982,"no",546,25,"condo",16856,"combo","no","oil","yes","eat in",793.91,1,21,1,4,110.022647058824,44.73,468000,881.9525,3500,82,513220,11360,0,3,8274
"145",109,1950,"no",366.126666666667,24,"co-op",17115,"combo","no","oil","NA","efficiency",382,0,6,1,2,146.71,40.97,185000,550,2156.3725,97,226590,11373,0,20,8274
"146",109,1960,"yes",730.95,25,"co-op",16857,"combo","no","oil","NA","combo",986,3,2,1,5,20,49.105,280000,950,3215.28,79,286215,11357,0,6,8274
"147",109,1985,"no",238,25,"condo",16857,"formal","yes","gas","yes","eat in",959.95,3,3,2,6,118.22,39.94,533000,1100,3333,85,557336.666666667,11365,0,14,8274
"148",109,1960,"no",730.3,25,"co-op",16857,"combo","no","oil","NA","combo",1000,2,6,2,5,81.4655555555556,48.21,370000,1300,3533.72285714286,88,342936.666666667,11355,3,20,8274
"149",109,1962,"no",781.503333333333,8,"co-op",16857,"formal","no","other","NA","combo",1116.76,2,10.74,2,5,119.535555555556,48.53,392000,1236.95,3499.69285714286,88,381746.666666667,11374,1,20,8274
"150",109,1955,"yes",614.95,28,"co-op",16857,"combo","yes","oil","NA","efficiency",587,1,6,1,3,138.031666666667,49.42,2e+05,706.96,2463.8,90,208285,11375,1,20,8274
"151",109,1964,"no",687.99,28,"co-op",17120,"combo","no","gas","NA","eat in",848,2,6,1,4,120,49.41,338888,935.96,3061.89,89,359620,11375,1,20,8274
"152",109,1964,"no",677.05,26,"co-op",17030,"other","no","gas","yes","efficiency",864,1,33,1,3,149.63,48.54,330000,827.57,3195.31833333333,99,368160,11375,2,20,8274
"153",109,1960,"no",396.94,25,"co-op",17191,"combo","no","oil","NA","efficiency",639,1,3,1,4,119.65,34.99,164900,730,1143.92,90,224920,11367,1,20,8274
"154",109,1950,"no",725.91,25,"co-op",17031,"combo","no","gas","yes","eat in",870,2,3,1,4,120,49.82,230000,902.685,2828.92,90,273800,11367,1,20,8274
"155",109,2008,"no",510,24,"condo",16863,"combo","no","gas","NA","efficiency",753.48,3,9,2,7,111.56,32.94,5e+05,991,373,87,509610,11373,0,20,8274
"156",109,1989,"yes",480,24,"condo",16954,"combo","yes","gas","NA","eat in",548.23,2,4,1,4,141.49,40.93,459000,807,8178,96,551173.333333333,11373,0,20,8274
"157",109,1958,"no",810.68,24,"co-op",16864,"other","no","oil","NA","eat in",830,3,6,1,5,111.476666666667,48.745,270000,1150,3408.92,96,324940,11372,0,20,8274
"158",109,1940,"no",985.395,28,"co-op",16958,"formal","no","oil","NA","combo",1498,3,3,2,5,128.64,50,850000,2000,4616.16,76,703980,11375,1,20,8274
"159",109,1947,"no",507.88,30,"co-op",16958,"other","no","oil","NA","efficiency",1098,2,6,1,4,120.13,40,335000,1000,2367.945,96,295140,11372,0,20,8274
"160",109,1954,"yes",599.74,25,"co-op",16867,"formal","no","gas","NA","efficiency",733,2,2,1,5,20,48.49,350000,940.68,2939.175,70,299030,11360,0,1,8274
"161",109,2007,"no",300,25,"condo",16959,"combo","no","gas","NA","eat in",475.845,2,4,1,5,129.19,36.01,405000,850,396,80,425240,11365,0,15,8274
"162",109,1952,"no",707.26,28,"co-op",16868,"combo","no","oil","NA","efficiency",786,2,6,1,4,132.296666666667,49.86,290000,913.710714285714,3017.105,94,327000,11375,1,20,8274
"163",109,1928,"yes",603.03,30,"co-op",16868,"other","yes","gas","NA","eat in",664.006666666667,1,6.69,1,3,147.386666666667,48.9,285000,850,2881.435,98,319340,11372,0,20,8274
"164",109,1970,"yes",560.55,25,"co-op",17043,"combo","yes","oil","yes","efficiency",811,0,17,1,2,135,48,240000,758.715,2965.05571428571,71,275860,11360,0,1,8274
"165",109,1955,"yes",457.416666666667,25,"co-op",16961,"other","no","oil","NA","efficiency",750,1,2,1,3,59.5,35.12,128000,648.876666666667,750,78,166630,11357,0,7,8274
"166",109,1972,"no",626,25,"condo",16961,"combo","no","gas","yes","eat in",890.245,1,22,1,4,99,46.86,475000,874,4000,82,534160,11360,0,3,8274
"167",109,1952,"no",583.89,25,"co-op",16874,"formal","no","gas","NA","efficiency",500,1,3.73,1,3,55.1183333333333,48.835,138000,619.64,2240.808,80,156666.666666667,11357,1,20,8274
"168",109,2014,"no",275,30,"condo",16965,"combo","no","gas","NA","eat in",659.7025,2,6.4,2,5,199.78,31.64,655000,980,70,99,659880,11372,0,20,8274
"169",109,1970,"yes",70,25,"co-op",17203,"combo","no","oil","yes","efficiency",1027,1,17,1,4,135,38.7808333333333,425000,867.66,2505.115,67,455900,11360,0,1,8274
"170",109,1949,"yes",711.12,25,"co-op",17045,"combo","yes","oil","NA","eat in",956,2,2,1,5,48.59,49.17,273000,950,3081.18,78,299800,11357,0,6,8274
"171",109,1960,"no",802.73,25,"co-op",16882,"formal","no","gas","NA","eat in",845,2,6,1,6,20,49.12,222500,950,2998.59,70,249050,11360,0,4,8274
"172",109,1969,"no",354.084,25,"co-op",16882,"formal","no","oil","yes","eat in",1827,2,17,2,5,135,40,6e+05,1304.42,3700.32266666667,76,648095,11360,0,1,8274
"173",109,1960,"no",766.01,25,"co-op",16883,"combo","no","gas","NA","eat in",1201,2,6,1,5,26,49.45,260000,1070.02,3579.275,80,273750,11360,0,5,8274
"174",109,1952,"yes",632.92,30,"co-op",16883,"other","yes","gas","NA","efficiency",543,1,9,1,3,95,48.96,220000,733.32,2669.12,98,228752.5,11372,0,20,8274
"175",109,1950,"no",440.436666666667,25,"co-op",17136,"combo","no","gas","NA","efficiency",721,1,2,1,4,74.43,34.4633333333333,151000,723.156666666667,1117.27,83,204320,11358,2,11,8274
"176",109,1950,"no",504.69,25,"co-op",16969,"combo","no","electric","NA","eat in",735,1,2,1,3,65.96,41.1,169000,678.25,1890.04,67,180005,11367,0,13,8274
"177",109,1955,"yes",698.46,28,"co-op",16885,"other","yes","gas","NA","efficiency",739,2,6,1,5,146.29,49.22,327000,984,3305.32,93,312450,11374,1,20,8274
"178",109,1985,"yes",500,25,"condo",17053,"other","yes","gas","NA","eat in",660.74,1,8.28,1,4,122.91,39.3966666666667,469000,750,2800,53,516145,11360,0,3,8274
"179",109,1961,"no",852.86,24,"co-op",16888,"combo","no","oil","NA","efficiency",813,2,6,2,6,99.4766666666667,48.88,260000,1200,3257.87,88,292456.666666667,11368,0,20,8274
"180",109,2008,"no",322.736666666667,25,"condo",16973,"combo","no","gas","NA","eat in",614.41,2,4.25,2,5,166.36,33.89,599000,1025.905,184,92,648800,11355,2,20,8274
"181",109,1986,"no",381,25,"condo",16974,"formal","no","gas","NA","eat in",624.1,1,2,1,4,109.41,39.7466666666667,475000,750,3370,59,495387.5,11360,0,3,8274
"182",109,1941,"no",769.83,28,"co-op",16890,"formal","no","gas","NA","combo",910,2,6,1,4,152.99,48.97,340000,1000,3251.455,93,332270,11375,1,20,8274
"183",109,1955,"no",737.88,25,"co-op",16891,"combo","no","gas","NA","eat in",814,2,6,1,4,51.7,49.75,233000,924.415714285714,3035.21,85,243975,11354,1,17,8274
"184",109,1968,"no",533.636666666667,24,"co-op",16892,"formal","no","gas","NA","efficiency",392,1,6.96,1,4,128.576666666667,46.01,127500,639.7,2252.93466666667,88,181537.5,11374,0,20,8274
"185",109,1985,"no",210,25,"condo",16892,"combo","no","gas","NA","combo",518.443333333333,1,9,1,3,187.97,41.76,440000,689,2776,93,471816.666666667,11355,2,20,8274
"186",109,1985,"no",426.73,25,"condo",16892,"combo","no","gas","NA","efficiency",495,2,10,1,5,118.948888888889,39.55,610000,954.405,5920,94,643590,11354,3,20,8274
"187",109,1953,"no",585.626666666667,25,"co-op",17059,"formal","no","oil","NA","combo",765,2,5.47,1,4,103.88,48.19,360000,963.983333333333,3055.55666666667,96,379635,11355,3,19,8274
"188",109,2007,"no",411,25,"condo",16976,"formal","no","gas","NA","eat in",705.13,2,5,2,6,112.93,33.14,495000,1000,200,82,531220,11365,0,14,8274
"189",109,1955,"no",887.27,28,"co-op",16976,"formal","no","gas","NA","efficiency",1117,2,9,1,5,148.96,49.32,505000,1117.28,3476.32,98,479995,11375,2,20,8274
"190",109,1950,"no",615.55,26,"co-op",16979,"combo","no","oil","NA","efficiency",614,1,2,1,3,53.3925,50.18,125000,649.07,2212.36666666667,82,161810,11361,3,12,8274
"191",109,1965,"no",1030.04,28,"co-op",16979,"formal","no","gas","NA","efficiency",1880,3,29,3,6,159.508888888889,47.74,755000,1640.53875,4468.74,92,753480,11375,1,20,8274
