"","prec_num","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes","num_train","num_liq","num_crimes"
"192",109,1949,"no",697.08,28,"co-op",16897,"combo","no","oil","NA","eat in",750,1,6,1,3,125,50,235000,784.87,2655.36,90,235803.333333333,11375,1,20,8274
"193",109,1960,"yes",781.53,28,"co-op",16897,"combo","yes","gas","NA","efficiency",1124,3,12,1,5,170,48.125,436000,1077.02,3257.125,90,449985,11374,1,20,8274
"194",109,1952,"no",971.23,11,"co-op",17065,"formal","no","oil","yes","eat in",1414,3,14,2,7,138.175,48.45,5e+05,1434.82,4014.515,90,557883.333333333,11374,1,20,8274
"195",109,1963,"no",373.02,28,"co-op",17148,"combo","no","oil","NA","efficiency",401,0,7.25,1,3,132.62,40.88,162500,560.34,2037,88,199480,11374,1,20,8274
"196",109,1960,"no",527.42,29,"co-op",16902,"combo","no","gas","NA","eat in",660,1,6.34,1,3,61.68,43.33,130000,750,1943.54,77,162270,11423,1,13,8274
"197",109,1947,"yes",646.78,28,"co-op",16981,"combo","yes","gas","NA","eat in",667,1,6,1,4,131.386666666667,49.8,220000,800,2614.47,94,239423.333333333,11374,1,20,8274
"198",109,1964,"no",583.5,28,"co-op",16902,"formal","no","oil","NA","eat in",860,1,23,1,3,163.876666666667,45,275000,825,3030.915,97,304240,11375,1,20,8274
"199",109,1954,"yes",468,26,"condo",16982,"formal","yes","oil","NA","eat in",1052.56,2,2,2,5,103.325,39.16,540000,1216,3048,82,525686.666666667,11365,0,8,8274
"200",109,1970,"yes",672.525,25,"co-op",16903,"formal","yes","gas","NA","efficiency",2172,3,9.045,2,7,80,40,4e+05,1800,3474.65666666667,76,482891.666666667,11360,0,1,8274
"201",109,2007,"yes",421,25,"condo",16982,"combo","no","gas","NA","efficiency",537.62,2,4,2,6,127.17,34.36,475000,900,240,82,518200,11365,0,14,8274
"202",109,1963,"no",603.89,28,"co-op",16982,"formal","no","none","yes","eat in",435,1,6,1,2,130,49.545,160000,580.893333333333,2112.22666666667,88,176460,11374,1,20,8274
"203",109,1963,"no",285,25,"condo",17151,"combo","no","gas","NA","combo",563.285,0,6,1,2,115.466666666667,38.2,288888,657.031666666667,2617,85,331226.666666667,11367,0,14,8274
"204",109,1950,"yes",614.77,26,"co-op",16904,"combo","no","oil","NA","efficiency",656,1,2,1,4,57.6125,50.01,145000,586,2259.45,82,164110,11361,2,11,8274
"205",109,1989,"yes",466.31,25,"condo",17155,"formal","yes","gas","NA","eat in",1485.67833333333,3,3,2,6,101.202647058824,38.3266666666667,6e+05,1632.05285714286,4549,48,741780,11356,0,5,8274
"206",109,1970,"yes",194.755,25,"co-op",17071,"combo","no","oil","yes","efficiency",1147,1,17,1,4,135,41.2,4e+05,898.09,2943.73,76,406490,11360,0,1,8274
"207",109,1950,"yes",490.03,25,"co-op",16987,"combo","no","oil","yes","eat in",928,2,2,1,5,20,40,238888,800,2234.725,89,237123,11357,0,4,8274
"208",109,1965,"no",604.744,28,"co-op",16933,"formal","no","oil","yes","eat in",2757,3,33,2,6,150,32,950000,1718.14,3288.13666666667,99,754370,11375,2,20,8274
"209",109,1955,"no",497.8,28,"co-op",16988,"combo","no","oil","NA","combo",509,0,6,1,2,132.622,43.37,119000,525.105,2039.26,93,160170,11375,2,20,8274
"210",109,1951,"yes",627.73,25,"co-op",16910,"combo","yes","oil","NA","efficiency",638,1,2,1,3,80.69,50.12,180000,669.61,2196.81,87,195690,11367,0,14,8274
"211",109,1950,"yes",461.33,25,"co-op",16911,"formal","yes","oil","NA","efficiency",746,1,2,1,3,60.02,41.18,164000,664.3,2018.09,63,181355,11367,1,13,8274
"212",109,1955,"yes",755.73,28,"co-op",16993,"combo","yes","oil","NA","efficiency",913,2,6,1,4,132.52,49.76,380000,990.185714285714,3245.86,92,352960,11375,1,20,8274
"213",109,1955,"yes",699.68,28,"co-op",17074,"other","yes","oil","yes","eat in",673,1,6,1,3,120,50,260000,764.526666666667,2876.76,92,297983.333333333,11375,1,20,8274
"214",109,1960,"no",418.28,28,"co-op",17156,"combo","no","oil","NA","eat in",679,0,7,1,3,139.058,37.93,175000,500,1809.19,94,215410,11375,1,20,8274
"215",109,1950,"yes",607.616666666667,25,"co-op",16912,"formal","no","oil","NA","efficiency",913,2,2,2,4,39.5833333333333,48.84,217500,1004.33,3066.65785714286,81,244749.666666667,11357,0,6,8274
"216",109,1991,"no",293,24,"condo",16912,"combo","no","gas","NA","efficiency",457.475,1,4,1,3,177.76,39.85,235000,602.043928571429,1830,97,308286.666666667,11368,0,20,8274
"217",109,1970,"no",254.044,25,"co-op",16913,"combo","no","gas","NA","efficiency",1342,2,17,2,5,135,40.56,492500,1218.325,3189.795,76,485640,11360,0,1,8274
"218",109,2009,"no",317,25,"condo",16915,"combo","no","gas","NA","eat in",666.64,2,4,2,6,172.49,33.15,550000,1029,93,97,588636.666666667,11355,3,20,8274
"219",109,1991,"yes",294,24,"condo",16996,"combo","yes","gas","NA","combo",462.605,1,4,1,3,163.69,39.25,247000,602.326428571429,1830,97,340336.666666667,11368,0,20,8274
"220",109,1969,"no",595,25,"co-op",16916,"other","no","gas","NA","eat in",700.205,1,7.83,1,3,114.076666666667,49.44,210000,750,2920.90666666667,97,256380,11354,3,20,8274
"221",109,1952,"no",772.09,28,"co-op",16917,"combo","no","oil","yes","eat in",815,1,7,1,3,100,49.41,197500,825.93,2647.83,94,220793.333333333,11375,1,20,8274
"222",109,1959,"no",614.84,24,"co-op",16917,"formal","no","oil","NA","eat in",596,1,6,1,3,126.441666666667,49.71,220000,772.79,2715.61,96,243120,11373,0,20,8274
"223",109,1964,"yes",728.46,28,"co-op",16917,"combo","no","gas","NA","combo",860.8,1,14.91,1,3,165.856666666667,49.04,283500,831.08,3435.195,97,304060,11375,1,20,8274
"224",109,1955,"no",738.1,28,"co-op",17162,"other","no","oil","yes","eat in",777,2,6,1,4,119.67,50,369000,962.31,3244.88,94,392625,11375,1,20,8274
"225",109,1992,"yes",261,24,"condo",17001,"combo","yes","gas","yes","efficiency",490.803333333333,2,3,1,4,150,37.94,332000,782.42,1660,93,382320,11368,1,20,8274
"226",109,2015,"no",240,24,"condo",17001,"combo","no","gas","NA","eat in",637.97,2,5.51,2,6,210.28,33.61,648000,977,36,95,657550,11374,1,20,8274
"227",109,1951,"no",737.42,30,"co-op",16919,"combo","no","oil","NA","eat in",849,2,6.395,1,4,98.6166666666667,50.18,170000,897.035714285714,2728.59,94,260750,11369,0,20,8274
"228",109,1982,"yes",645,25,"condo",17003,"formal","no","oil","NA","efficiency",1096.46333333333,2,21,1,5,103.04931372549,45.95,550000,1085.94,4317,82,624663.333333333,11360,0,3,8274
"229",109,1973,"yes",498,25,"condo",16923,"combo","yes","electric","yes","efficiency",623.04,2,13,1,4,162.203333333333,40.65,383000,778,2433,90,386213.333333333,11367,0,19,8274
"230",109,1985,"no",564,25,"condo",17004,"combo","no","gas","NA","eat in",155,3,7.41666666666667,2,7,126.602,45.27,680000,1498.44,5415,58,737810,11360,0,3,8274
"231",109,1952,"yes",390,26,"condo",17091,"combo","yes","oil","yes","eat in",809.56,2,2,1,5,96.42,39.94,428500,960.3,3084,82,462505,11365,0,7,8274
"232",109,1935,"yes",674.43,30,"co-op",16925,"combo","yes","oil","NA","eat in",804,1,7.365,1,3,160.92,49.15,409000,870.386666666667,2991.025,98,399900,11372,0,20,8274
"233",109,1950,"no",584.98,28,"co-op",16926,"combo","no","oil","NA","eat in",475,0,6,1,2,110,50,145000,500,2226.69,94,154350,11375,2,20,8274
"234",109,1950,"no",615.228,25,"co-op",17008,"formal","no","oil","NA","efficiency",560,1,3,1,3,89.97,50.765,205000,702.25,2368.43,86,222420,11367,0,13,8274
"235",109,1982,"no",811,25,"condo",16927,"combo","no","oil","yes","eat in",1375.05,2,22,2,5,96.0750280112045,45.63,620000,1273.215,4775,82,764613.333333333,11360,0,3,8274
"236",109,2009,"no",269,25,"condo",16927,"combo","no","gas","NA","eat in",459.22,1,4,2,5,221.35,35.83,415000,862,79,97,471000,11355,3,20,8274
"237",109,1970,"no",261.773333333333,26,"co-op",17009,"combo","no","gas","NA","efficiency",1250,1,17,1,3,135,41.23,344000,857.503333333333,3021.5,67,345756.666666667,11360,0,1,8274
"238",109,1954,"no",871.79,28,"co-op",17098,"formal","no","gas","NA","eat in",996,2,15,1,4,172,48.54,449000,1118.93,3388.065,99,529295,11375,1,20,8274
"239",109,1965,"yes",821.323333333333,28,"co-op",16930,"formal","yes","gas","yes","combo",1253,1,30,1,4,115,48.06,397000,1050.08,3736.71,92,388430,11375,1,20,8274
"240",109,1950,"no",447.12,28,"co-op",16931,"other","no","gas","NA","efficiency",495,1,4.21,1,3,95,38.28,195000,634.47,1191.29333333333,68,186041.111111111,11375,1,20,8274
"241",109,1938,"no",623.4,28,"co-op",17010,"other","no","gas","yes","combo",435,0,6,1,2,163.147,48.3355555555556,135500,522.193333333333,2012.68,93,188206.666666667,11375,2,20,8274
"242",109,1952,"yes",630.36,30,"co-op",16931,"other","yes","gas","NA","efficiency",559,1,9,1,3,102.726666666667,49.24,210000,720.001428571429,2645.85,98,227512.5,11372,0,20,8274
"243",109,1945,"yes",600.34,25,"co-op",16932,"combo","yes","gas","NA","combo",657.43,1,2.48,1,3,55.1825,49.98,153000,650.175,2331.54666666667,73,179752,11367,1,16,8274
"244",109,1955,"yes",618.1,25,"co-op",16932,"combo","no","gas","NA","eat in",640,1,3.96,1,3,42.415,49.94,170000,691.22,2446.74666666667,82,185910,11354,0,16,8274
"245",109,1942,"no",749.83,25,"co-op",16932,"combo","no","oil","yes","eat in",829,2,3,1,4,100,50.03,243000,953.475714285714,3124.19,90,264520,11367,1,20,8274
"246",109,1952,"yes",589.308,25,"co-op",17014,"formal","no","gas","NA","efficiency",536,1,6,1,3,84.5,49.49,179000,600,2331.638,86,222581.111111111,11354,2,18,8274
"247",109,1990,"no",356,25,"condo",16933,"combo","no","gas","NA","combo",557.26,1,14,1,5,150.09,41.32,439000,650,3630,97,496116.666666667,11354,3,20,8274
"248",109,1940,"no",717.08,28,"co-op",17128,"combo","no","oil","NA","efficiency",854,3,6.12,1,5,166.09,50,268000,975,2938.165,90,340746.5,11367,1,20,8274
"249",109,1955,"yes",849.85,28,"co-op",17200,"formal","yes","oil","yes","efficiency",1137,2,6,2,6,120,49.77,408000,1200,3447.63,94,468050,11374,1,20,8274
"250",109,1950,"yes",478.93,25,"co-op",16937,"combo","no","oil","NA","eat in",735,1,2,1,3,43.7333333333333,41,132000,700,2102.59666666667,79,163950,11360,0,3,8274
"251",109,1950,"yes",640.18,25,"co-op",17017,"combo","no","oil","NA","efficiency",805,1,2,1,3,45.0433333333333,49.71,167000,743.705,2174.91,78,204500,11357,0,6,8274
"252",109,1950,"no",715,19,"co-op",17106,"other","no","gas","NA","combo",860.0035,2,6,1,4,118.38,49.53,295000,1000,3276.3,98,361230,11372,0,20,8274
"253",109,1964,"yes",733.15,28,"co-op",16938,"combo","no","gas","NA","combo",874,1,17.315,1,3,156.026666666667,49.25,285000,840.22,3442.33166666667,97,301210,11375,1,20,8274
"254",109,2014,"no",340,25,"condo",17108,"combo","no","gas","NA","eat in",340,2,7,2,5,182.43,38.42,6e+05,870,9300,96,691110,11355,2,19,8274
"255",109,2008,"no",212,25,"condo",17108,"combo","no","electric","NA","efficiency",431.733333333333,1,5,1,4,232.92,35.65,455000,712.1,111,98,515586.666666667,11354,2,20,8274
"256",109,1955,"yes",731.52,25,"co-op",17022,"formal","no","gas","NA","efficiency",824,2,3.94,1,5,54.39,49.94,238000,950,3053.05,85,274760,11354,2,19,8274
"257",109,1953,"no",730.93,30,"co-op",17112,"combo","no","oil","yes","eat in",877,2,6,1,4,77.0966666666667,50.015,106000,844.19,2496.865,77,240730,11368,1,20,8274
"258",109,1952,"yes",618.63,25,"co-op",16969,"combo","yes","oil","NA","efficiency",676,1,2,1,3,58.25,49.82,170000,677.335,2210.43666666667,83,185140,11358,2,11,8274
"259",109,1983,"no",667,25,"condo",17023,"combo","no","gas","NA","eat in",839.02,1,9.36,1,7,94.8326470588235,45.98,640000,1031.26,3144,82,642911.666666667,11360,0,3,8274
"260",109,1950,"yes",655.598,25,"co-op",17023,"formal","yes","oil","NA","efficiency",670,1,3.44,1,4,100,50.68,198800,757.65,2530.73,88,226596.666666667,11367,0,11,8274
"261",109,1957,"no",691.49,25,"co-op",17112,"combo","no","oil","NA","eat in",869,1,6,1,3,101.22,49.27,248000,850,3084.32,96,303945,11355,2,20,8274
"262",109,1960,"no",866.66,28,"co-op",16946,"formal","no","gas","NA","eat in",1338,3,7,2,6,120,49.12,560000,1300,3910.84,92,507345,11375,1,20,8274
"263",109,2006,"yes",148,25,"condo",17113,"combo","yes","gas","NA","efficiency",427.248333333333,1,3,1,3,196.83,34.07,295500,450,11,92,388266.666666667,11355,3,20,8274
"264",109,1950,"yes",807.33,28,"co-op",16947,"other","yes","gas","NA","efficiency",1371,2,2,1,5,75,49.99,215000,1000,3304.89833333333,88,234950,11367,0,18,8274
"265",109,1940,"no",597.51,28,"co-op",16947,"combo","no","gas","NA","eat in",564,1,6,1,3,149.19,50,170000,600,2262.84,94,196170,11374,1,20,8274
"266",109,1988,"yes",490,28,"condo",17185,"combo","yes","gas","yes","combo",650.88,1,16,1,3,50,38.1,485000,791.46,2224,96,507325,11374,0,20,8274
"267",109,1985,"yes",564,25,"condo",16948,"combo","yes","gas","NA","combo",1037.205,2,8.475,2,5,101.122647058824,43.95,630000,1300,4000,59,676940,11360,0,1,8274
"268",109,2015,"no",312,25,"condo",16948,"combo","no","gas","NA","combo",902.015,2,7,2,6,132.35,32.73,489000,6215,14,83,587231,11355,3,20,8274
"269",109,1965,"no",680.398333333333,25,"co-op",17116,"formal","no","gas","NA","eat in",2100,3,12.025,2,8,110.93,40,435000,1391.53,3182.69666666667,76,516680,11360,0,1,8274
"270",109,1952,"yes",803.37,28,"co-op",16948,"combo","yes","oil","yes","combo",857,2,7,1,4,143.24,50,359888,1000,3365.92,96,344700,11375,2,20,8274
"271",109,1989,"yes",417,25,"condo",16952,"formal","yes","gas","yes","eat in",1506.84166666667,3,3,3,7,101.772647058824,39.8666666666667,670000,2050,4800,48,746085,11356,0,5,8274
"272",109,1987,"yes",373,25,"condo",17063,"combo","yes","gas","NA","combo",599.25,1,8.05,1,3,128.393333333333,40.55,328000,719.74,4613,97,432288.333333333,11355,3,20,8274
"273",109,1952,"yes",593.72,28,"co-op",17120,"formal","yes","oil","yes","eat in",817,1,6,1,3,125,45,220000,750,2592.13,92,265990,11375,1,20,8274
"274",109,2002,"no",352.71,25,"condo",16979,"combo","no","gas","NA","efficiency",617.49,2,7.29,2,5,128.348888888889,40,560000,938.36,3626.116,96,599910,11355,2,19,8274
"275",109,1985,"no",590,25,"condo",17122,"combo","no","gas","yes","eat in",1205.305,3,3,2,7,105.392647058824,44.37,580000,1633,3329,64,685306.666666667,11356,0,11,8274
"276",109,1955,"yes",664.108,25,"co-op",17035,"combo","yes","oil","NA","efficiency",658,1,4.85,1,3,104.04,50.11,175000,720.8,2579.85,89,221160,11367,0,13,8274
"277",109,1950,"no",1134.91,28,"co-op",17036,"formal","no","oil","yes","eat in",1493,3,6,2,8,71,47.83,690000,1595.08,4667.45,94,717700,11375,1,20,8274
"278",109,2009,"no",311,25,"condo",16955,"combo","no","gas","NA","eat in",654.87,2,4,2,6,174.29,33.15,565000,1044,91,97,588346.666666667,11355,3,20,8274
"279",109,1952,"no",416.83,11,"co-op",17037,"combo","no","gas","NA","efficiency",540,1,6,1,4,45,40,130000,670,1560.928,94,202696.666666667,11369,0,20,8274
"280",109,1952,"yes",762.74,28,"co-op",17037,"combo","yes","gas","NA","eat in",825,2,15,1,4,150,50.42,315000,926.175,3362.395,96,367945,11374,0,20,8274
"281",109,1956,"no",467.89,25,"co-op",16959,"other","no","gas","NA","eat in",1081,1,6,1,3,100,40,352500,1300,2698.245,35,336430,11357,0,4,8274
"282",109,1958,"yes",440.53,25,"co-op",17042,"combo","no","oil","NA","eat in",837,1,6.92333333333333,1,3,60,39,246000,819.015,1884.72,52,264400,11357,0,4,8274
"283",109,1956.61,"no",769.38,25,"co-op",16959,"combo","no","gas","NA","eat in",895.441,2,7.83,1,4,108.456666666667,49.75,235000,992.215714285714,3346.395,97,277380,11354,2,20,8274
"284",109,1960,"no",902.57,25,"co-op",16961,"formal","no","gas","NA","eat in",1296,2,6,2,6,20,48,370000,1250,3770.64,75,338461.666666667,11360,0,1,8274
"285",109,1952,"yes",391,26,"condo",17070,"combo","yes","oil","NA","eat in",705.95,2,2,1,4,114.05,40.11,499888,801,3524,85,510130,11365,0,9,8274
"286",109,1965,"yes",805.96,28,"co-op",17127,"combo","yes","gas","yes","efficiency",1108,2,30,1,4,115,49.11,435000,1000,3750.82,92,481535,11375,1,20,8274
"287",109,1928,"yes",595.02,30,"co-op",17127,"other","no","gas","NA","eat in",872,2,6,1,4,169.98,47.28,432000,900,2712.79166666667,97,511990,11372,0,20,8274
"288",109,1990,"yes",192,24,"condo",17071,"combo","yes","gas","NA","combo",423.278333333333,1,3,1,3,188.95,39.24,365000,610,1748,93,380240,11373,0,20,8274
"289",109,1982,"no",756,25,"condo",17016,"combo","no","oil","yes","eat in",1191.66,2,21,2,5,95,46.73,635000,1050,3800,82,676296.666666667,11360,0,3,8274
"290",109,1950,"no",656.05,28,"co-op",17155,"formal","no","gas","yes","eat in",678,1,6,1,3,150,50,290000,780.666666666667,2738.02,89,314230,11375,1,20,8274
"291",109,1964,"yes",314.35,28,"co-op",17204,"combo","yes","gas","yes","efficiency",1370,2,14,1,4,118.08,39.1608333333333,360000,1012.7,2593.66333333333,55,377725,11375,1,20,8274
"292",109,1959,"no",767.08,25,"co-op",16967,"combo","no","oil","NA","eat in",1210,2,6,1,5,31,50.52,190000,1100,3402.88,75,245570,11360,0,3,8274
"293",109,2010,"no",312,25,"condo",17134,"combo","no","gas","NA","combo",536.64,2,7,2,4,200,32.46,580000,889,227,91,704520,11355,3,20,8274
"294",109,1955,"yes",675.91,28,"co-op",17046,"combo","yes","oil","yes","efficiency",592,1,15,1,3,150,50,232500,750,2818.23,96,284722.5,11374,0,20,8274
"295",109,1958,"no",868.85,25,"co-op",17050,"formal","no","gas","NA","eat in",830,3,2,1,6,20,48.195,347000,1128.47666666667,3196.235,72,358340,11360,0,1,8274
"296",109,2006,"no",376.445,25,"condo",17210,"combo","no","electric","NA","combo",733.4,2,7.22,2,4,150.59,31.12,635000,1116.035,70,99,754770,11355,3,20,8274
"297",109,1957,"yes",669.79,28,"co-op",17051,"combo","yes","oil","NA","combo",661,1,17,1,3,152.16,50,235000,745.128095238095,2835.28,92,274582.5,11374,0,20,8274
"298",109,1950,"no",450.49,28,"co-op",17157,"combo","no","oil","NA","eat in",713,1,7,1,3,125.153333333333,38.65,219000,756.31,1930.13,92,260484.444444444,11375,1,20,8274
"299",109,1997,"no",195,25,"condo",17136,"combo","no","gas","NA","eat in",422.003333333333,1,6,1,3,217.21,32.8,403800,649.22,254,97,464866.666666667,11354,2,20,8274
"300",109,1952,"yes",657.78,26,"co-op",16973,"combo","no","gas","yes","efficiency",671,1,3.34,1,3,55.3933333333333,50.46,162000,686.34,2334.86,65,178768.666666667,11365,0,8,8274
"301",109,1960,"yes",736.42,26,"co-op",16997,"formal","no","gas","NA","eat in",1444,2,6,2,5,26,47.67,319000,1200,3655.71285714286,80,331000,11360,0,5,8274
"302",109,1956,"no",1093,25,"co-op",17056,"combo","no","gas","NA","eat in",1208.83,2,9.81,1,6,121.587142857143,48.8,430000,1500,3801.01,94,499776.666666667,11355,2,20,8274
"303",109,1964,"no",469.85,28,"co-op",17057,"formal","no","oil","yes","efficiency",1117,2,1,2,5,158.593888888889,39.5,525000,1300,2964.695,98,553880,11375,2,20,8274
"304",109,1955,"no",716.73,3,"co-op",17140,"other","no","oil","NA","eat in",477,2,6.77,1,6,90,49.48,290000,950,3135.59,96,327990,11372,0,20,8274
"305",109,1940,"no",508.7675,28,"co-op",16975,"formal","no","oil","NA","efficiency",1306,3,6.25,2,5,157.36,36,490000,1287.02,1664.03,93,516850,11375,2,20,8274
"306",109,1958,"no",630.55,30,"co-op",16975,"other","no","oil","NA","efficiency",606,2,6,1,4,145.956666666667,49.59,285000,1000,3041.12,98,312470,11372,0,20,8274
"307",109,1968,"no",422.81,24,"co-op",17059,"combo","no","gas","NA","efficiency",649,1,7,1,3,130.48,41.79,116000,800,2337.34,90,246520,11368,0,20,8274
"308",109,1952,"yes",1092.23,28,"co-op",17025,"formal","yes","gas","yes","eat in",1464,3,6,2,6,73,48.8,585000,1379,4266.095,94,581920,11375,1,20,8274
"309",109,2004,"yes",289,25,"condo",17088,"formal","no","gas","NA","eat in",538.14,1,4.93,2,4,170.26,35.94,470000,800,1300,96,545660,11355,2,18,8274
"310",109,1960,"no",473.83,25,"co-op",17060,"combo","no","gas","NA","eat in",711,1,6,1,3,80.97,41.2,245000,850,2736.91,88,275705,11355,2,18,8274
"311",109,1965,"yes",778.98,28,"co-op",17142,"formal","yes","oil","yes","efficiency",1131,1,1,1,4,115,50,430000,969.8225,3185.44,92,457165,11375,1,20,8274
"312",109,1948,"yes",444.96,28,"co-op",17164,"combo","yes","oil","NA","combo",520,0,6.31,1,2,143.992,36.86,175000,566.34,1889.16,99,224560,11375,2,20,8274
"313",109,1952,"yes",622.79,11,"co-op",16979,"combo","no","gas","NA","efficiency",638.84,1,6,1,4,95.7621666666667,49.535,127000,675,2121.53133333333,94,174000,11372,0,20,8274
"314",109,1930,"no",565.74,28,"co-op",17007,"other","no","oil","NA","eat in",559,1,6,1,3,161.6,47.6,255000,735.71,2536.26,94,298943.333333333,11374,0,20,8274
"315",109,1963,"no",708.07,26,"co-op",17148,"other","no","oil","NA","eat in",820,2,6.485,1,4,72.41,50,250000,850,3153.79,85,304460,11361,2,9,8274
"316",109,1961,"no",312,25,"condo",17169,"combo","no","gas","NA","combo",1251,1,7,1,5,155.55,34.66,420000,1009.59,1521,98,498055,11355,2,20,8274
"317",109,1948,"no",376.92,25,"co-op",17066,"combo","no","oil","NA","efficiency",567,1,3,1,3,110.67,40,158000,550,1602.05,88,214420,11367,0,17,8274
"318",109,1955,"yes",751.85,28,"co-op",17148,"other","no","oil","yes","efficiency",995,2,7,1,4,138.2,50,410000,1000,3328.45,94,446560,11375,1,20,8274
"319",109,1920,"yes",603.29,28,"co-op",16981,"combo","yes","oil","NA","efficiency",592,1,4,1,1,145.324666666667,50,125000,618.32,2024.30666666667,99,183106.666666667,11375,1,20,8274
"320",109,1965,"yes",630.25,28,"co-op",17066,"combo","no","gas","NA","efficiency",708,1,11.02,1,3,147.64,49.27,222000,744.394761904762,2831.28,97,280129.166666667,11375,1,20,8274
"321",109,2016,"no",173,25,"condo",17150,"combo","no","gas","NA","eat in",424.378333333333,1,5.52,1,3,157.676666666667,33.67,250000,541,120,86,390756.666666667,11355,0,15,8274
"322",109,2006,"no",250,24,"condo",17150,"combo","no","gas","NA","eat in",468.553333333333,2,5.05,2,4,205.1,33.2,438000,801.4,248,95,513020,11373,0,20,8274
"323",109,1952,"no",618.454,25,"co-op",17067,"combo","no","gas","NA","eat in",770,3,3.72,1,5,54.17,48.685,265000,907.908333333333,2872.51,85,302390,11354,2,19,8274
"324",109,1957.2,"no",377.57,25,"co-op",17172,"combo","no","gas","NA","eat in",540,1,6,1,3,89.65,38.5433333333333,240000,692.395,2417.68,86,266325,11358,3,13,8274
"325",109,1982,"yes",1017,25,"condo",17100,"combo","no","gas","NA","eat in",1690.94,2,22,3,7,103.375714285714,45.21,790000,1419,5807,82,807360,11360,0,3,8274
"326",109,1953.63,"no",414.08,28,"co-op",17100,"combo","no","gas","NA","efficiency",626,1,6,1,3,126.95,41.02,228000,750,2143.13333333333,91,268454,11375,1,20,8274
"327",109,1960,"no",401.26,25,"co-op",17101,"combo","no","gas","NA","eat in",480,0,6,1,2,136.672,41.94,151500,552.62,2217.81916666667,97,234160,11354,3,20,8274
"328",109,1988,"no",626,25,"condo",17102,"combo","no","gas","NA","combo",883.53,2,12,1,5,86.32,46.3,555000,1021.24666666667,6224,97,646115,11354,3,20,8274
"329",109,1937,"no",680.21,25,"co-op",16997,"formal","no","gas","NA","combo",773,1,2,1,4,80.94,50.0055555555556,157000,788.683333333333,2427.99,87,200990,11367,1,19,8274
"330",109,1965,"no",888.25,28,"co-op",17105,"formal","no","gas","yes","efficiency",1154,2,9,1,5,133.85,50,518000,1100,3590.275,98,537875,11375,2,20,8274
"331",109,1941,"yes",435.136666666667,30,"co-op",17072,"formal","yes","oil","NA","eat in",594,1,6,1,3,123.74,41.3,305000,762.85,2353.8,98,342420,11372,0,20,8274
"332",109,1956,"no",644.79,28,"co-op",16990,"combo","no","gas","NA","efficiency",622,1,8.728,1,3,165.266666666667,49.53,275000,800,2997.65,97,297080,11375,2,20,8274
"333",109,1950,"yes",446.24,25,"co-op",17074,"formal","yes","oil","NA","efficiency",788,1,2,1,3,62.19,38.79,167500,727.97,1702.49,67,203830,11367,0,11,8274
"334",109,1982,"no",727,25,"condo",17178,"formal","no","gas","NA","eat in",1609.72,2,21,2,5,109.259954751131,46.39,725000,1498.81666666667,4012,69,759610,11360,0,3,8274
"335",109,1960,"no",789.43,25,"co-op",17178,"formal","no","gas","NA","eat in",1325,2,7.4825,2,5,26,47.62,305000,1200,3419.09285714286,69,352215,11360,0,5,8274
"336",109,1950,"yes",490.246666666667,25,"co-op",16995,"formal","no","oil","NA","efficiency",913,2,2,1,4,41.36,40,219000,841.63,2180.42,81,232763,11357,0,6,8274
"337",109,1950,"yes",896.122,25,"co-op",16996,"formal","yes","gas","NA","efficiency",1299,3,2,1,6,61.59,50,286000,1135.29,3701.77,63,312960,11367,1,15,8274
"338",109,2016,"yes",624.713333333333,25,"condo",17179,"combo","yes","gas","NA","efficiency",796.516666666667,1,13,1,2,141.963333333333,46.38,701888,765,4474,92,693410,11354,2,17,8274
"339",109,1950,"no",451.67,30,"co-op",17080,"combo","no","oil","yes","efficiency",706,2,6,1,5,45,40.56,263000,998,2514.37,93,310330,11370,0,20,8274
"340",109,1950,"yes",448.976666666667,25,"co-op",17081,"dining area","no","oil","NA","efficiency",780,1,2,1,3,54.81,38.74,190000,763.98,1521,81,228030,11357,0,6,8274
"341",109,2007,"no",289,25,"condo",17112,"combo","no","gas","NA","eat in",824.9,2,6.4,2,6,143.72,32.58,612500,1189.9525,13,93,752331.333333333,11354,2,20,8274
"342",109,2009,"no",390,24,"condo",17064,"combo","no","gas","NA","combo",516.23,2,7,2,4,175.62,34.48,520000,837.93,744,98,576340,11373,0,20,8274
"343",109,1965,"yes",798.57,28,"co-op",17162,"formal","yes","gas","yes","combo",1448,2,30,2,4,140,47.46,625000,1287.9,4022.58,92,661693.333333333,11375,1,20,8274
"344",109,1944,"yes",576.42,28,"co-op",17000,"combo","yes","gas","NA","efficiency",519,0,6,1,1,153.63,50,150000,500,2018.7,98,185056.666666667,11375,2,20,8274
"345",109,1968,"no",533,25,"condo",17114,"formal","no","gas","NA","eat in",1111.86,2,6,2,5,80,39.78,639000,1100,3409,95,636990,11354,2,20,8274
"346",109,1951,"yes",698.89,25,"co-op",17088,"combo","no","oil","NA","efficiency",949,2,2,1,5,42.5233333333333,50.78,210000,921.43,2959.33,78,257420,11357,0,5,8274
