lat,lon,
40.72229,-73.83984,
40.78469,-73.77518,
40.73419,-73.75621,
40.71875,-73.81126,
40.75242,-73.88873,
40.71707,-73.83324,
40.6659,-73.84972,
40.71239,-73.78754,
40.73252,-73.74468,
40.73177,-73.74512,
40.7729,-73.82707,
40.73749,-73.9262,
40.77829,-73.78164,
40.75683,-73.71519,
40.73081,-73.73985,
40.77842,-73.79202,
40.77671,-73.90776,
40.6659,-73.84972,
40.6661,-73.84788,
40.75699,-73.73507,
40.77309,-73.82821,
40.74758,-73.71566,
40.75583,-73.73092,
40.77829,-73.78164,
40.7339,-73.81874,
40.7164,-73.83689,
40.72288,-73.84889,
40.72288,-73.84889,
40.75683,-73.71519,
40.79457,-73.8008,
40.75728,-73.73368,
40.72464,-73.84855,
40.66476,-73.84735,
40.66682,-73.84995,
40.72939,-73.84968,
40.76322,-73.82375,
40.72737,-73.88693,
40.72013,-73.83984,
40.75272,-73.71936,
40.71931,-73.81647,
40.73326,-73.81792,
40.72464,-73.84855,
40.75914,-73.81837,
40.75717,-73.87783,
40.73241,-73.86132,
40.75781,-73.87695,
40.7936,-73.79941,
40.75791,-73.72495,
40.74099,-73.76219,
40.7843,-73.7762,
40.71251,-73.81182,
40.70532,-73.83081,
40.71008,-73.79892,
40.75101,-73.72304,
40.73886,-73.75191,
40.77869,-73.79275,
40.72099,-73.85138,
40.71233,-73.78048,
40.73159,-73.86061,
40.78311,-73.77888,
40.74353,-73.75564,
40.73463,-73.86024,
40.72369,-73.76372,
40.78753,-73.78813,
40.75735,-73.85561,
40.69945,-73.851,
40.7545,-73.82284,
40.72122,-73.83873,
40.74999,-73.71455,
40.75557,-73.87575,
40.72926,-73.80634,
40.73819,-73.85812,
40.75322,-73.82844,
40.77154,-73.75099,
40.74931,-73.82132,
40.70714,-73.82867,
40.75708,-73.82964,
40.75565,-73.72703,
40.73797,-73.88013,
40.73208,-73.85636,
40.75705,-73.7649,
40.72107,-73.81684,
40.70613,-73.83322,
40.73254,-73.86015,
40.72288,-73.84889,
40.74363,-73.91642,
40.71355,-73.79649,
40.77245,-73.82789,
40.75065,-73.90184,
40.74216,-73.79155,
40.75205,-73.88826,
40.78469,-73.77518,
40.74136,-73.87175,
40.69986,-73.88159,
40.71261,-73.88059,
40.75279,-73.88013,
40.76084,-73.75924,
40.73081,-73.83051,
40.72808,-73.84875,
40.75718,-73.71441,
40.7731,-73.74073,
40.71334,-73.81944,
40.75673,-73.76531,
40.7575,-73.87975,
40.78209,-73.79834,
40.7361,-73.86865,
40.79442,-73.7966,
40.76588,-73.72605,
40.66296,-73.85121,
40.66681,-73.84719,
40.7828,-73.7988,
40.74295,-73.90455,
40.74776,-73.9021,
40.75279,-73.83028,
40.74699,-73.75367,
40.71241,-73.885,
40.74171,-73.79356,
40.74918,-73.73794,
40.7147,-73.79558,
40.71298,-73.8346,
40.74798,-73.71389,
40.72665,-73.85895,
40.71242,-73.83396,
40.72246,-73.84499,
40.66696,-73.8493,
40.78319,-73.80243,
40.72104,-73.82029,
40.75718,-73.71441,
40.73124,-73.74138,
40.77795,-73.78014,
40.73054,-73.85161,
40.76564,-73.81593,
40.76581,-73.81987,
40.71982,-73.8388,
40.6685,-73.839,
40.75753,-73.72918,
40.72288,-73.84889,
40.7484,-73.87957,
40.7455,-73.73328,
40.75504,-73.83352,
40.76322,-73.82375,
40.72418,-73.8471,
40.75797,-73.85678,
40.77294,-73.82525,
40.79111,-73.81349,
40.76951,-73.827,
40.75916,-73.822,
40.75912,-73.72684,
40.76078,-73.81424,
40.76695,-73.82534,
40.7424,-73.9572,
40.73992,-73.87935,
40.71933,-73.838,
40.72847,-73.85052,
40.78341,-73.77582,
40.79367,-73.79701,
40.71292,-73.82304,
40.72027,-73.8571,
40.72756,-73.85017,
40.76339,-73.93459,
40.77995,-73.84034,
40.7369,-73.87725,
40.73597,-73.74533,
40.75371,-73.74074,
40.76864,-73.88989,
40.74737,-73.90224,
40.75639,-73.82688,
40.74992,-73.88792,
40.76569,-73.72533,
40.77868,-73.79164,
40.74373,-73.70253,
40.72847,-73.85052,
40.75351,-73.88469,
40.71947,-73.81831,
40.7026,-73.83086,
40.66495,-73.84806,
40.71627,-73.8128,
40.76695,-73.74581,
40.76064,-73.81845,
40.66624,-73.84894,
40.77483,-73.82555,
40.76178,-73.79273,
40.77354,-73.89953,
40.75285,-73.82367,
40.76608,-73.82433,
40.75316,-73.88426,
40.66549,-73.84459,
40.76588,-73.72605,
40.75636,-73.76468,
40.75614,-73.87505,
40.70878,-73.83677,
40.73248,-73.82007,
40.75192,-73.88615,
40.66387,-73.85431,
40.70002,-73.85124,
40.71268,-73.82839,
40.72847,-73.85052,
40.76588,-73.72605,
40.75017,-73.89246,
40.74378,-73.70254,
40.76279,-73.77688,
40.72411,-73.85817,
40.72513,-73.84665,
40.75562,-73.73154,
40.71442,-73.78866,
40.72834,-73.80875,
40.72834,-73.80875,
40.74386,-73.88016,
40.75017,-73.89246,
40.7336,-73.81531,
40.72845,-73.86832,
40.79529,-73.84779,
40.75194,-73.72226,
40.66433,-73.84982,
40.76499,-73.74446,
40.73133,-73.85031,
40.69986,-73.88159,
40.75735,-73.85561,
40.71775,-73.8099,
40.71662,-73.85739,
40.72165,-73.8537,
40.76084,-73.75924,
40.77772,-73.77987,
40.72225,-73.85565,
40.75192,-73.88615,
40.78361,-73.77898,
40.74148,-73.75488,
40.76588,-73.72605,
40.72847,-73.85052,
40.72847,-73.85052,
40.72703,-73.84975,
40.72288,-73.84889,
40.75279,-73.88013,
40.70603,-73.80023,
40.71242,-73.83396,
40.71557,-73.83111,
40.72061,-73.84048,
40.72061,-73.84048,
40.75713,-73.8343,
40.74517,-73.75265,
40.731,-73.74047,
40.75965,-73.82339,
40.71193,-73.82636,
40.76641,-73.92251,
40.73811,-73.92194,
40.76084,-73.75924,
40.75594,-73.7251,
40.76779,-73.74747,
40.7147,-73.79558,
40.7625,-73.79582,
40.73806,-73.75854,
40.77807,-73.78181,
40.75682,-73.87961,
40.74017,-73.75317,
40.77767,-73.79184,
40.76499,-73.74446,
40.78232,-73.7835,
40.75718,-73.71441,
40.79262,-73.83967,
40.77815,-73.78207,
40.77921,-73.78286,
40.77657,-73.92836,
40.75864,-73.72887,
40.75727,-73.83712,
40.77225,-73.89018,
40.66538,-73.85582,
40.76117,-73.76899,
40.75622,-73.76513,
40.76875,-73.92204,
40.79032,-73.80019,
40.69877,-73.85292,
40.75728,-73.73344,
40.73302,-73.86135,
40.77657,-73.92836,
40.78395,-73.77495,
40.76654,-73.91364,
40.75211,-73.88688,
40.75211,-73.88688,
40.66956,-73.84119,
40.72027,-73.8571,
40.71911,-73.81752,
40.74195,-73.85385,
40.75633,-73.87524,
40.75769,-73.72733,
40.7693,-73.82881,
40.7336,-73.81531,
40.75453,-73.88598,
40.78002,-73.78304,
40.72762,-73.81695,
40.72464,-73.84855,
40.77333,-73.82747,
40.70388,-73.83607,
40.75776,-73.73556,
40.72228,-73.761,
40.71319,-73.78875,
40.72615,-73.85801,
40.78469,-73.77518,
40.73792,-73.84707,
40.76588,-73.72605,
40.71301,-73.82304,
40.72642,-73.85773,
40.74771,-73.86227,
40.75743,-73.83099,
40.75633,-73.87524,
40.77807,-73.78181,
40.71896,-73.84519,
40.71903,-73.84469,
40.79244,-73.79924,
40.72558,-73.85317,
40.72701,-73.85234,
40.79216,-73.79927,
40.74106,-73.85809,
40.73338,-73.85394,
40.72847,-73.85052,
40.72847,-73.85052,
40.72516,-73.85112,
40.79164,-73.79833,
40.72615,-73.85,
40.72615,-73.85,
40.72615,-73.85,
40.72615,-73.85,
40.72581,-73.84958,
40.79148,-73.79885,
40.75112,-73.86103,
40.7525,-73.86111,
40.75227,-73.86056,
40.7523,-73.86048,
40.73885,-73.85523,
40.73152,-73.85044,
40.72843,-73.84857,
40.72292,-73.84615,
40.76066,-73.86081,
40.76066,-73.86081,
40.75349,-73.85946,
40.71866,-73.84001,
40.68153,-73.82212,
40.79164,-73.79965,
40.72013,-73.83984,
40.72013,-73.83984,
40.72013,-73.83984,
40.72013,-73.83984,
40.72013,-73.83984,
40.72013,-73.83984,
40.72013,-73.83984,
40.72013,-73.83984,
40.72165,-73.84038,
40.72165,-73.84038,
40.72241,-73.84067,
40.71853,-73.83947,
40.71867,-73.83888,
40.73263,-73.84552,
40.72229,-73.83984,
40.71982,-73.8388,
40.72097,-73.83903,
40.73263,-73.8448,
40.71778,-73.83859,
40.71933,-73.838,
40.71933,-73.838,
40.73143,-73.84478,
40.7319,-73.84462,
40.71623,-73.83513,
40.71873,-73.83664,
40.71873,-73.83664,
40.72127,-73.83809,
40.75321,-73.85434,
40.75321,-73.85434,
40.72009,-73.83711,
40.72009,-73.83711,
40.72009,-73.83711,
40.7579,-73.85624,
40.75412,-73.8544,
40.71557,-73.83111,
40.71557,-73.83111,
40.72118,-73.83635,
40.72118,-73.83635,
40.71657,-73.83488,
40.70388,-73.83607,
40.70878,-73.83677,
40.71144,-73.83524,
40.70459,-73.83338,
40.70459,-73.83338,
40.71298,-73.8346,
40.71298,-73.8346,
40.71242,-73.83396,
40.71242,-73.83396,
40.71242,-73.83396,
40.70623,-73.83279,
40.70596,-73.83199,
40.70596,-73.83199,
40.70532,-73.83081,
40.79528,-73.84764,
40.7759,-73.84563,
40.78792,-73.78527,
40.71268,-73.82839,
40.70772,-73.82755,
40.70772,-73.82755,
40.71193,-73.82636,
40.70951,-73.82765,
40.75676,-73.83726,
40.70498,-73.82147,
40.78696,-73.78515,
40.75656,-73.8317,
40.75708,-73.82964,
40.75708,-73.82964,
40.75662,-73.82948,
40.75318,-73.82808,
40.75207,-73.82735,
40.75502,-73.82891,
40.75491,-73.8291,
40.75491,-73.8291,
40.75491,-73.8291,
40.76322,-73.83256,
40.76322,-73.83256,
40.76322,-73.83256,
40.76322,-73.83256,
40.76322,-73.83256,
40.75693,-73.82847,
40.75563,-73.82717,
40.75563,-73.82717,
40.75906,-73.82826,
40.73069,-73.83104,
40.73081,-73.8301,
40.76829,-73.83058,
40.75473,-73.82556,
40.75473,-73.82556,
40.75518,-73.82619,
40.76979,-73.8293,
40.75285,-73.82367,
40.73135,-73.82726,
40.75293,-73.82205,
40.75293,-73.82205,
40.75293,-73.82205,
40.70907,-73.81687,
40.71334,-73.81944,
40.71334,-73.81944,
40.71334,-73.81944,
40.71334,-73.81944,
40.70893,-73.81616,
40.76608,-73.82433,
40.77229,-73.82807,
40.76891,-73.82774,
40.71014,-73.81751,
40.75467,-73.822,
40.76699,-73.82619,
40.71822,-73.81969,
40.7729,-73.82735,
40.7729,-73.82707,
40.75478,-73.82107,
40.76493,-73.82489,
40.76493,-73.82489,
40.71991,-73.8193,
40.71255,-73.81604,
40.71255,-73.81604,
40.761,-73.8259,
40.761,-73.8259,
40.761,-73.8259,
40.77424,-73.82553,
40.71066,-73.81427,
40.71066,-73.81427,
40.76275,-73.82671,
40.76166,-73.82587,
40.76166,-73.82587,
40.71408,-73.8143,
40.78457,-73.85731,
40.75999,-73.82243,
40.75928,-73.8217,
40.71406,-73.81354,
40.76018,-73.82037,
40.759,-73.8196,
40.759,-73.8196,
40.71982,-73.81689,
40.71982,-73.81689,
40.71926,-73.81658,
40.72091,-73.81713,
40.71647,-73.815,
40.76078,-73.81971,
40.76255,-73.82033,
40.72136,-73.81703,
40.759,-73.81893,
40.73485,-73.82325,
40.73485,-73.82325,
40.73485,-73.82325,
40.76442,-73.82084,
40.76442,-73.82084,
40.76103,-73.81889,
40.78584,-73.78247,
40.71724,-73.81395,
40.71724,-73.81395,
40.71243,-73.81199,
40.71669,-73.81353,
40.76621,-73.81889,
40.71646,-73.8133,
40.76254,-73.81751,
40.76254,-73.81751,
40.71736,-73.81309,
40.76276,-73.81687,
40.76276,-73.81687,
40.71646,-73.81169,
40.78615,-73.78107,
40.669,-73.84753,
40.669,-73.84753,
40.65179,-73.7309,
40.66963,-73.84019,
40.7203,-73.813,
40.7203,-73.813,
40.71642,-73.80981,
40.79111,-73.81349,
40.71875,-73.81126,
40.71875,-73.81126,
40.6683,-73.83838,
40.71754,-73.81009,
40.71666,-73.80986,
40.71656,-73.80917,
40.73039,-73.8169,
40.71738,-73.80921,
40.6674,-73.84701,
40.66681,-73.84719,
40.66681,-73.84719,
40.66681,-73.84719,
40.66681,-73.84719,
40.66654,-73.85609,
40.66682,-73.84995,
40.66654,-73.85609,
40.66743,-73.84793,
40.71872,-73.81133,
40.71872,-73.81133,
40.71872,-73.81133,
40.73265,-73.8163,
40.7315,-73.81593,
40.7336,-73.81531,
40.6661,-73.84719,
40.6661,-73.84719,
40.6661,-73.84719,
40.78497,-73.80271,
40.66418,-73.84946,
40.66311,-73.85477,
40.66184,-73.85586,
40.66118,-73.85332,
40.76198,-73.80816,
40.70603,-73.80023,
40.70603,-73.80023,
40.70603,-73.80023,
40.79457,-73.8008,
40.79457,-73.8008,
40.79457,-73.8008,
40.79457,-73.8008,
40.78649,-73.80194,
40.78419,-73.80098,
40.79377,-73.79905,
40.79377,-73.79905,
40.79377,-73.79905,
40.7927,-73.79888,
40.79279,-73.79843,
40.79491,-73.79775,
40.79491,-73.79775,
40.78281,-73.79903,
40.71008,-73.79892,
40.71008,-73.79892,
40.78266,-73.79361,
40.79367,-73.79701,
40.79442,-73.7966,
40.79442,-73.7966,
40.79442,-73.7966,
40.79442,-73.7966,
40.79442,-73.7966,
40.79442,-73.7966,
40.79442,-73.7966,
40.79442,-73.7966,
40.79359,-73.79646,
40.79316,-73.79664,
40.6721,-73.77357,
40.79195,-73.79677,
40.79198,-73.79594,
40.79398,-73.79515,
40.7627,-73.79534,
40.71267,-73.79162,
40.76311,-73.79445,
40.71319,-73.78875,
40.71319,-73.78875,
NA,,NA
40.78426,-73.77662,
40.71038,-73.78599,
40.7104,-73.78592,
40.71159,-73.78571,
40.7843,-73.7762,
40.7843,-73.7762,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78469,-73.77518,
40.78809,-73.7832,
40.78395,-73.77495,
40.78395,-73.77495,
40.78395,-73.77495,
40.78395,-73.77495,
40.78395,-73.77495,
40.78395,-73.77495,
40.78395,-73.77495,
40.70422,-73.90895,
40.78086,-73.7835,
40.78086,-73.7835,
40.78086,-73.7835,
40.78122,-73.78229,
40.78122,-73.78229,
40.78122,-73.78229,
40.78327,-73.77573,
40.78057,-73.78258,
40.78002,-73.78304,
40.78028,-73.78189,
40.77322,-73.78938,
40.72018,-73.76738,
40.73898,-73.77731,
40.73784,-73.77673,
40.71309,-73.91469,
40.78053,-73.79215,
40.77815,-73.78207,
40.77815,-73.78207,
40.77815,-73.78207,
40.77815,-73.78207,
40.76572,-73.78565,
40.72142,-73.76065,
40.78824,-73.78731,
40.78824,-73.78731,
40.78662,-73.78642,
40.77702,-73.78215,
40.77944,-73.78276,
40.77944,-73.78276,
40.77757,-73.78077,
40.78187,-73.78241,
40.77952,-73.7811,
40.77692,-73.90735,
40.77673,-73.90707,
40.77637,-73.90731,
40.78139,-73.78051,
40.71008,-73.90712,
40.76959,-73.89193,
40.73986,-73.76025,
40.73986,-73.76025,
40.77793,-73.79117,
40.77728,-73.79315,
40.77582,-73.90799,
40.78351,-73.77459,
40.74321,-73.75867,
40.73694,-73.75588,
40.77569,-73.90901,
40.74354,-73.75765,
40.77536,-73.90855,
40.74288,-73.95784,
40.74699,-73.75636,
40.74617,-73.75746,
40.76084,-73.75924,
40.76084,-73.75924,
40.76084,-73.75924,
40.76084,-73.75924,
40.73209,-73.7432,
40.73216,-73.74423,
40.76821,-73.88981,
40.72868,-73.7356,
40.73301,-73.74443,
40.73597,-73.74533,
40.73319,-73.74234,
40.73248,-73.74225,
40.73073,-73.7411,
40.73089,-73.74103,
40.73118,-73.74048,
40.73311,-73.74156,
40.73738,-73.74411,
40.73762,-73.74392,
40.7309,-73.73983,
40.78171,-73.77651,
40.78171,-73.77651,
40.78171,-73.77651,
40.76496,-73.92852,
40.76559,-73.92789,
40.67777,-73.73347,
40.74918,-73.73794,
40.74918,-73.73794,
40.74931,-73.73764,
40.76499,-73.74446,
40.75686,-73.73845,
40.75686,-73.73845,
40.76835,-73.91207,
40.75619,-73.73367,
40.7431,-73.7242,
40.7428,-73.72437,
40.74497,-73.72364,
40.74367,-73.72281,
40.75888,-73.72986,
40.75222,-73.72296,
40.77161,-73.92032,
40.77161,-73.92032,
40.75957,-73.72677,
40.76112,-73.72755,
40.7724,-73.92241,
40.77657,-73.92836,
40.77657,-73.92836,
40.77657,-73.92836,
40.74744,-73.71738,
40.74795,-73.71403,
40.75142,-73.71616,
40.74878,-73.71378,
40.75292,-73.71826,
40.77383,-73.82639,
40.77416,-73.82677,
40.7743,-73.8279,
40.77306,-73.92557,
40.77348,-73.82617,
40.75345,-73.71459,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75718,-73.71441,
40.75683,-73.71519,
40.75683,-73.71519,
40.75683,-73.71519,
40.75683,-73.71519,
40.75683,-73.71519,
40.75683,-73.71519,
40.75683,-73.71519,
40.75683,-73.71519,
40.75746,-73.71376,
40.75746,-73.71376,
40.75746,-73.71376,
40.75746,-73.71376,
40.75746,-73.71376,
40.75746,-73.71376,
40.75746,-73.71376,
40.73018,-73.74015,
40.773,-73.82615,
40.77294,-73.82525,
40.77142,-73.82995,
40.77126,-73.83183,
40.77029,-73.83121,
40.77016,-73.82417,
40.77016,-73.82417,
40.76446,-73.9219,
40.76916,-73.92427,
40.76951,-73.827,
40.76951,-73.827,
40.76951,-73.827,
40.76951,-73.827,
40.76951,-73.827,
40.76951,-73.827,
40.76951,-73.827,
40.76937,-73.82682,
40.76889,-73.82938,
40.75704,-73.87929,
40.75704,-73.87929,
40.75682,-73.87924,
40.7933,-73.83978,
40.75621,-73.87711,
40.75537,-73.87761,
40.75537,-73.87761,
40.75488,-73.87699,
40.75488,-73.87699,
40.75511,-73.87526,
40.75491,-73.87598,
40.76405,-73.93481,
40.7637,-73.93408,
40.76397,-73.93516,
40.75274,-73.89216,
40.75253,-73.88803,
40.75253,-73.88803,
40.75253,-73.88803,
40.76621,-73.82399,
40.76621,-73.82399,
40.75242,-73.88873,
40.75197,-73.88865,
40.75226,-73.88787,
40.75065,-73.90184,
40.7523,-73.88505,
40.76453,-73.82935,
40.76453,-73.82935,
40.76453,-73.82935,
40.76405,-73.79041,
40.76392,-73.79046,
40.75091,-73.888,
40.7513,-73.88489,
40.76553,-73.81626,
40.76581,-73.81987,
40.75003,-73.89569,
40.75083,-73.88716,
40.75054,-73.88851,
40.75077,-73.88902,
40.75073,-73.88753,
40.75094,-73.88536,
40.75126,-73.8814,
40.75126,-73.8814,
40.75126,-73.8814,
40.75051,-73.88514,
40.74992,-73.89134,
40.7505,-73.88321,
40.74966,-73.88926,
40.75062,-73.87865,
40.75071,-73.87805,
40.76217,-73.79837,
40.76151,-73.79693,
40.76502,-73.81617,
40.76211,-73.79016,
40.7537,-73.85659,
40.76021,-73.83304,
40.74892,-73.88575,
40.74892,-73.88575,
40.74892,-73.88575,
40.74796,-73.89295,
40.74876,-73.88349,
40.7488,-73.88204,
40.74661,-73.89953,
40.75203,-73.859,
40.74612,-73.88229,
40.74794,-73.86795,
40.7467,-73.92152,
40.79323,-73.8463,
40.7415,-73.92307,
40.7415,-73.92307,
40.7415,-73.92307,
40.75502,-73.8345,
40.75502,-73.8345,
40.75502,-73.8345,
40.7451,-73.91306,
40.74368,-73.89832,
40.75819,-73.82563,
40.74388,-73.88739,
40.74325,-73.89421,
40.79294,-73.84652,
40.74471,-73.88353,
40.76779,-73.74747,
40.75465,-73.82756,
40.74386,-73.88016,
40.75333,-73.82652,
40.75333,-73.82652,
40.75333,-73.82652,
40.75666,-73.82437,
40.75662,-73.82546,
40.75284,-73.8268,
40.75284,-73.8268,
40.7444,-73.91631,
40.7549,-73.82482,
40.7549,-73.82482,
40.7549,-73.82482,
40.7549,-73.82482,
40.7549,-73.82482,
40.7549,-73.82482,
40.76117,-73.76899,
40.752,-73.82696,
40.75405,-73.8213,
40.75405,-73.8213,
40.76695,-73.74581,
40.74363,-73.91642,
40.7541,-73.8203,
40.75346,-73.82091,
40.75346,-73.82091,
40.75469,-73.82361,
40.75469,-73.82361,
40.75877,-73.91433,
40.75288,-73.82118,
40.71256,-73.82891,
40.74114,-73.88491,
40.75315,-73.8061,
40.75315,-73.8061,
40.77016,-73.73275,
40.73877,-73.92216,
40.74465,-73.91417,
40.79245,-73.84007,
40.73439,-73.8819,
40.73612,-73.88023,
40.73302,-73.89975,
40.73283,-73.8998,
40.73788,-73.8732,
40.79002,-73.85378,
40.76588,-73.72605,
40.76588,-73.72605,
40.76588,-73.72605,
40.76569,-73.72533,
40.73984,-73.85788,
40.74228,-73.79394,
40.75702,-73.73717,
40.7591,-73.73061,
40.73819,-73.85812,
40.74501,-73.82617,
40.74501,-73.82617,
40.73762,-73.85629,
40.75132,-73.90147,
40.75926,-73.72352,
40.74724,-73.90211,
40.74724,-73.90211,
40.7338,-73.86208,
40.7338,-73.86208,
40.73792,-73.84707,
40.73792,-73.84707,
40.73792,-73.84707,
40.73792,-73.84707,
40.73792,-73.84707,
40.73792,-73.84707,
40.73792,-73.84707,
40.73792,-73.84707,
40.73365,-73.86183,
40.73494,-73.85934,
40.73494,-73.85934,
40.73494,-73.85934,
40.73434,-73.85901,
40.73434,-73.85901,
40.75183,-73.75421,
40.73355,-73.85969,
40.73355,-73.85969,
40.75438,-73.74065,
40.73302,-73.86135,
40.73549,-73.85049,
40.73476,-73.8501,
40.73476,-73.8501,
40.73476,-73.8501,
40.72879,-73.86097,
40.7319,-73.85408,
40.7319,-73.85408,
40.72215,-73.86677,
40.72188,-73.86651,
40.73224,-73.85123,
40.73224,-73.85123,
40.73081,-73.85564,
40.73081,-73.85564,
40.73096,-73.85337,
40.72709,-73.86054,
40.72807,-73.85881,
40.75324,-73.73692,
40.75305,-73.73673,
40.74728,-73.89784,
40.74728,-73.89784,
40.74728,-73.89784,
40.74629,-73.75358,
40.74715,-73.89731,
40.7272,-73.85848,
40.72559,-73.8589,
40.72559,-73.8589,
40.72559,-73.8589,
